latitude,longitude,height,distance,sum_distance,slope,date,utm_x,utm_y,velocidad_gps,consumo_total,consumo_inst,ds,velocidad
-3.557648,-79.178642,3077.5,47.935016629869516,13249.469789780556,0.0,12:21:30,702317.6193578525,9606568.337088937,85.88,3094.87,0.4,2,23.967508314934758
-3.558047,-79.178795,3077.5,47.29742965808158,13296.767219438638,0.0,12:21:32,702300.5312308854,9606524.24517448,85.14,3094.87,0.4,2,23.64871482904079
-3.558396,-79.179031,3077.5,46.672035523553696,13343.439254962192,0.0,12:21:34,702274.2312342515,9606485.700969517,84.17,3094.87,0.5,2,23.336017761776848
-3.558715,-79.179314,3061.8,47.26925257757485,13390.708507539766,-0.3321397979423119,12:21:36,702242.7152600291,9606450.484775472,84.17,3094.87,0.05,2,23.634626288787427
-3.559032,-79.179581,3060.1,45.936280281555966,13436.644787821322,-0.037007785340487084,12:21:38,702212.9776275347,9606415.486255016,84.17,3094.87,0.05,2,22.968140140777983
-3.559521,-79.179977,3060.1,69.72900646740153,13506.373794288724,0.0,12:21:41,702168.8682979965,9606361.494524997,82.51,3094.87,0.1,3,23.24300215580051
-3.559897,-79.180145,3060.1,45.590093576417615,13551.963887865142,0.0,12:21:43,702150.1184892976,9606319.949493956,82.6,3094.87,0.15,2,22.795046788208808
-3.560302,-79.180229,3060.1,45.76129743831635,13597.725185303458,0.0,12:21:45,702140.6962412745,9606275.17894047,81.67,3094.87,0.15,2,22.880648719158174
-3.564843,-79.179901,3024.9,503.5212572167909,14101.246442520249,-0.06990767419545997,12:22:07,702176.1511920702,9605772.917521875,80.36,3094.87,0.15,22,22.887329873490497
-3.565237,-79.180031,3022.8,45.9146211925888,14147.161063712838,-0.045737064696482255,12:22:09,702161.6198782087,9605729.373576667,80.36,3094.87,0.25,2,22.9573105962944
-3.56582,-79.180237,3022.8,68.4269014601523,14215.58796517299,0.0,12:22:12,702138.6023764077,9605664.944801914,78.6,3094.87,0.25,3,22.8089671533841
-3.566206,-79.180244,3022.8,42.70493057474661,14258.292895747736,0.0,12:22:14,702137.7402004027,9605622.258577563,76.99,3094.87,0.25,2,21.352465287373306
-3.566566,-79.180122,3022.8,42.06719938926475,14300.360095137,0.0,12:22:16,702151.217774909,9605582.41936314,77.02,3094.87,0.2,2,21.033599694632375
-3.566862,-79.179871,3022.8,43.01506852351723,14343.375163660518,0.0,12:22:18,702179.0433972564,9605549.629568085,77.52,3094.87,0.2,2,21.507534261758614
-3.567121,-79.179581,3022.8,43.12377887589975,14386.498942536417,0.0,12:22:20,702211.2106482978,9605520.923020236,77.95,3094.87,0.0,2,21.561889437949876
-3.567379,-79.179291,3022.8,43.0503872325445,14429.54932976896,0.0,12:22:22,702243.378101074,9605492.327042984,77.86,3094.87,0.15,2,21.52519361627225
-3.567656,-79.179031,3022.8,42.117834285814595,14471.667164054776,0.0,12:22:24,702272.2078756269,9605461.636428662,74.47,3094.87,0.15,2,21.058917142907298
-3.56799,-79.178871,3022.8,41.00314703498408,14512.67031108976,0.0,12:22:26,702289.913480401,9605424.664146295,73.41,3094.87,0.2,2,20.50157351749204
-3.568353,-79.178864,3022.8,40.161835632191305,14552.83214672195,0.0,12:22:28,702290.6118587392,9605384.518384721,72.8,3094.87,0.25,2,20.080917816095653
-3.568685,-79.179008,3022.8,40.06110937754663,14592.893256099496,0.0,12:22:30,702274.538393235,9605347.83412285,72.38,3094.87,0.25,2,20.030554688773314
-3.568935,-79.17926,3022.8,39.36060936982475,14632.253865469322,0.0,12:22:32,702246.4822824001,9605320.24200255,72.93,3094.87,0.1,2,19.680304684912375
-3.569135,-79.179565,3022.8,40.47954387292325,14672.733409342245,0.0,12:22:34,702212.5479482263,9605298.19104009,73.49,3094.87,0.1,2,20.239771936461626
-3.569331,-79.179886,3022.8,41.74819865783136,14714.481608000076,0.0,12:22:36,702176.836642314,9605276.5859514,74.01,3094.87,0.1,2,20.87409932891568
-3.569581,-79.180161,3022.8,41.218312364456146,14755.699920364532,0.0,12:22:38,702146.2249015642,9605248.998883123,73.36,3094.87,0.2,2,20.609156182228073
-3.569909,-79.180321,2991.1,40.406238575929514,14796.106158940462,-0.7845323177120561,12:22:40,702128.3745075006,9605212.760512259,73.36,3094.87,0.15,2,20.203119287964757
-3.570286,-79.180367,2990.2,42.01468317357315,14838.120842114035,-0.021421082631563976,12:22:42,702123.1806714083,9605171.078172171,73.36,3094.87,0.15,2,21.007341586786573
-3.570869,-79.180367,2990.2,64.484129817825,14902.60497193186,0.0,12:22:45,702123.0531070076,9605106.60416855,77.78,3094.87,0.15,3,21.494709939275
-3.571253,-79.180428,2990.2,43.01419034801356,14945.619162279874,0.0,12:22:47,702116.1909800618,9605064.150999041,77.36,3094.87,0.05,2,21.50709517400678
-3.571592,-79.180611,2990.2,42.65964282475234,14988.278805104626,0.0,12:22:49,702095.7825171069,9605026.701210352,77.51,3094.87,0.05,2,21.32982141237617
-3.571839,-79.180901,2990.2,42.25362130237624,15030.532426407002,0.0,12:22:51,702063.5047643773,9604999.44923392,77.97,3094.87,4.05,2,21.12681065118812
-3.571953,-79.181274,2990.2,43.33145906985466,15073.863885476858,0.0,12:22:53,702022.0334893154,9604986.923973016,77.93,3094.87,9.0,2,21.66572953492733
-3.571929,-79.181656,2990.2,42.539350571534904,15116.403236048393,0.0,12:22:55,701979.5923731355,9604989.662095994,77.1,3094.88,10.8,2,21.269675285767452
-3.571825,-79.182022,2990.2,42.27364031735001,15158.676876365742,0.0,12:22:57,701938.9466163717,9605001.243881261,76.19,3094.89,12.15,2,21.136820158675004
-3.571714,-79.182388,2990.2,42.49083542144685,15201.16771178719,0.0,12:22:59,701898.302388448,9605013.599775182,76.69,3094.89,13.55,2,21.245417710723427
-3.571603,-79.18277,2990.2,44.19583460006288,15245.363546387252,0.0,12:23:01,701855.8803005562,9605025.959161825,77.73,3094.9,11.75,2,22.09791730003144
-3.571486,-79.183144,2990.2,43.535220505764904,15288.898766893017,0.0,12:23:03,701814.3484505813,9605038.980308386,80.01,3094.91,13.3,2,21.767610252882452
-3.571366,-79.183533,2990.2,45.225590448905294,15334.124357341921,0.0,12:23:05,701771.1505119698,9605052.336494943,82.53,3094.92,10.7,2,22.612795224452647
-3.571242,-79.183929,2990.2,46.099388141965576,15380.223745483887,0.0,12:23:07,701727.1756316806,9605066.136553017,83.71,3094.92,7.1,2,23.049694070982788
-3.5711,-79.184326,2990.2,46.83499710161382,15427.058742585501,0.0,12:23:09,701683.0935627085,9605081.927422173,85.21,3094.92,8.1,2,23.41749855080691
-3.570905,-79.184715,2994.5,48.315134318056785,15475.373876903557,0.08899902816565586,12:23:11,701639.9119872433,9605103.577769557,85.21,3094.93,9.45,2,24.157567159028392
-3.570645,-79.185059,2994.8,47.84129103996054,15523.215167943517,0.006270733784119664,12:23:13,701601.744809659,9605132.40655652,85.21,3094.93,9.55,2,23.92064551998027
-3.570208,-79.185555,2994.8,73.31140810434296,15596.52657604786,0.0,12:23:16,701546.726584194,9605180.843023121,86.58,3094.94,9.05,3,24.437136034780988
-3.569924,-79.185867,2994.8,46.789529452678266,15643.316105500538,0.0,12:23:18,701512.1203081752,9605212.318887461,83.43,3094.94,5.9,2,23.394764726339133
-3.569674,-79.186195,2994.8,45.75609994322696,15689.072205443765,0.0,12:23:20,701475.7287401399,9605240.038184637,81.28,3094.94,5.8,2,22.87804997161348
-3.569543,-79.186569,2994.8,44.020315259699586,15733.092520703463,0.0,12:23:22,701434.1998718258,9605254.607362576,80.1,3094.95,9.4,2,22.010157629849793
-3.569582,-79.186966,2994.8,44.33352134957683,15777.42604205304,0.0,12:23:24,701390.0782778802,9605250.381313294,79.4,3094.95,9.85,2,22.166760674788414
-3.569777,-79.187302,2994.8,43.125631666339444,15820.551673719381,0.0,12:23:26,701352.7007817805,9605228.889908517,78.8,3094.96,9.95,2,21.562815833169722
-3.570062,-79.187584,2994.8,44.45388816802996,15865.00556188741,0.0,12:23:28,701321.3039588745,9605197.43361015,80.64,3094.96,9.65,2,22.22694408401498
-3.570372,-79.187843,2994.8,44.77102709028097,15909.776588977691,0.0,12:23:30,701292.457374589,9605163.207536446,81.21,3094.97,10.7,2,22.385513545140483
-3.570681,-79.188103,2994.8,44.75802767917401,15954.534616656865,0.0,12:23:32,701263.4999098923,9605129.092272714,81.32,3094.97,4.65,2,22.379013839587007
-3.571006,-79.188339,2994.8,44.50124560227947,15999.035862259145,0.0,12:23:34,701237.2057569426,9605093.202323481,79.34,3094.97,4.65,2,22.250622801139734
-3.571379,-79.188446,2994.8,42.939241514417816,16041.975103773562,0.0,12:23:36,701225.2350971976,9605051.975838277,77.56,3094.97,4.65,2,21.469620757208908
-3.571757,-79.188416,2994.8,41.945637155110674,16083.920740928674,0.0,12:23:38,701228.4862053329,9605010.166413987,75.36,3094.97,0.4,2,20.972818577555337
-3.572085,-79.18824,2994.8,41.21941899731383,16125.140159925988,0.0,12:23:40,701247.9710916721,9604973.85449558,75.38,3094.97,0.4,2,20.609709498656915
-3.572325,-79.187943,2997.7,42.36030446841196,16167.5004643944,0.06846032001876104,12:23:42,701280.9201415164,9604947.247947458,75.38,3094.97,0.4,2,21.18015223420598
-3.572439,-79.187584,2995.3,41.84543523652301,16209.345899630922,-0.057353926095740505,12:23:44,701320.7858237419,9604934.562088318,75.38,3094.98,0.2,2,20.922717618261505
-3.572564,-79.187027,2995.3,63.42657919356896,16272.77247882449,0.0,12:23:47,701382.6500165792,9604920.616330497,78.17,3094.98,0.2,3,21.14219306452299
-3.572724,-79.186684,2995.3,42.02992654925695,16314.802405373748,0.0,12:23:49,701420.7278065705,9604902.84680218,72.15,3094.98,0.2,2,21.014963274628474
-3.572999,-79.186455,2995.3,39.66323711826781,16354.465642492016,0.0,12:23:51,701446.1133012165,9604872.384433994,70.91,3094.98,0.4,2,19.831618559133904
-3.573341,-79.186394,2995.3,38.43430095279924,16392.899943444816,0.0,12:23:53,701452.8167217834,9604834.54938336,70.25,3094.98,0.4,2,19.21715047639962
-3.573683,-79.186485,2995.3,39.16006996214946,16432.060013406965,0.0,12:23:55,701442.6305548489,9604796.747664072,71.15,3094.98,0.4,2,19.58003498107473
-3.573939,-79.186729,2995.3,39.20933836135786,16471.269351768322,0.0,12:23:57,701415.4624755391,9604768.490212053,71.54,3094.98,0.25,2,19.60466918067893
-3.574065,-79.187073,2995.3,40.694473331069055,16511.963825099392,0.0,12:23:59,701377.2112260591,9604754.631341845,73.75,3094.98,0.25,2,20.347236665534528
-3.574114,-79.187447,2995.3,41.91910057453021,16553.882925673923,0.0,12:24:01,701335.6433274245,9604749.294440677,76.71,3094.98,0.25,2,20.959550287265106
-3.574152,-79.187843,2995.3,44.2120442442166,16598.09496991814,0.0,12:24:03,701291.6333003708,9604745.178832084,78.73,3094.98,7.35,2,22.1060221221083
-3.574193,-79.188232,2995.3,43.471168217361075,16641.566138135502,0.0,12:24:05,701248.4004404193,9604740.72990376,78.9,3094.98,7.35,2,21.735584108680538
-3.574236,-79.188622,2995.3,43.60523926178432,16685.171377397288,0.0,12:24:07,701205.0560419833,9604736.059998995,78.77,3094.98,3.25,2,21.80261963089216
-3.574311,-79.189003,2995.3,43.14990088749315,16728.32127828478,0.0,12:24:09,701162.7047195969,9604727.849241374,76.95,3094.98,3.5,2,21.574950443746577
-3.574497,-79.189331,2995.3,41.85993208707979,16770.18121037186,0.0,12:24:11,701126.2183330698,9604707.351426518,74.56,3094.98,0.55,2,20.929966043539896
-3.574798,-79.189545,2995.3,40.9182631488861,16811.099473520746,0.0,12:24:13,701102.374046541,9604674.110848999,75.58,3094.98,0.55,2,20.45913157444305
-3.575161,-79.189651,2966.5,41.84626604616153,16852.94573956691,-0.6882334487915904,12:24:15,701090.5167065987,9604633.990073256,75.58,3094.98,0.7,2,20.923133023080766
-3.575754,-79.189674,2966.5,65.63947940700517,16918.585218973913,0.0,12:24:18,701087.8317919136,9604568.415537037,80.19,3094.98,0.25,3,21.879826469001724
-3.576145,-79.189674,2966.5,43.25057879370114,16961.835797767613,0.0,12:24:20,701087.7465488522,9604525.175042266,75.89,3094.98,0.25,2,21.62528939685057
-3.576527,-79.189674,2966.5,42.25527169125918,17004.09106945887,0.0,12:24:22,701087.6632589169,9604482.929852681,75.3,3094.98,0.15,2,21.12763584562959
-3.576902,-79.189682,2966.5,41.490669714993864,17045.581739173864,0.0,12:24:24,701086.6925662726,9604441.460542152,74.3,3094.98,0.4,2,20.745334857496932
-3.577283,-79.189705,2966.5,42.222116640473104,17087.803855814338,0.0,12:24:26,701084.0538323486,9604399.330981573,76.34,3094.98,0.1,2,21.111058320236552
-3.57765,-79.189751,2966.5,40.91700822815607,17128.720864042494,0.0,12:24:28,701078.8625015138,9604358.754715033,70.26,3094.98,0.0,2,20.458504114078035
-3.577997,-79.189827,2966.5,39.302824614375744,17168.02368865687,0.0,12:24:30,701070.3420821603,9604320.39681467,70.73,3094.98,0.0,2,19.651412307187872
-3.578338,-79.189911,2966.5,38.85898600107622,17206.882674657947,0.0,12:24:32,701060.9340521606,9604282.704206843,69.58,3094.98,0.2,2,19.42949300053811
-3.578685,-79.190002,2966.5,39.694428073369444,17246.577102731317,0.0,12:24:34,701050.7469099419,9604244.349598711,72.01,3094.98,0.1,2,19.847214036684722
-3.579041,-79.190086,2966.5,40.47120159481009,17287.048304326127,0.0,12:24:36,701041.335608474,9604204.998153513,73.62,3094.98,0.1,2,20.235600797405045
-3.579396,-79.190178,2966.5,40.57842319193983,17327.626727518065,0.0,12:24:38,701031.035607433,9604165.759053895,71.1,3094.98,0.1,2,20.289211595969913
-3.57975,-79.190247,2966.5,39.90243614050406,17367.529163658568,0.0,12:24:40,701023.2914624981,9604126.6255046,72.12,3094.98,0.35,2,19.95121807025203
-3.580114,-79.190269,2966.5,40.338802360499855,17407.86796601907,0.0,12:24:42,701020.7675211313,9604086.375759013,72.88,3094.98,0.35,2,20.169401180249928
-3.580474,-79.190254,2966.5,39.85716124630864,17447.725127265378,0.0,12:24:44,701022.3556857047,9604046.56025961,71.84,3094.98,0.35,2,19.92858062315432
-3.580835,-79.190193,2929.0,40.504167132778015,17488.229294398156,-0.9258306652021764,12:24:46,701029.0548913459,9604006.624082834,71.84,3094.98,0.0,2,20.252083566389008
-3.58118,-79.190063,2925.9,40.80633615149198,17529.035630549646,-0.07596859439895011,12:24:48,701043.4244767452,9603968.442201544,71.84,3094.98,0.0,2,20.40316807574599
-3.581643,-79.189835,2925.9,57.137665060465196,17586.17329561011,0.0,12:24:51,701068.6574993728,9603917.189253489,69.62,3094.98,0.15,3,19.045888353488397
-3.581938,-79.189667,2925.9,37.597099478213444,17623.770395088326,0.0,12:24:53,701087.2603102054,9603884.528489929,65.78,3094.98,0.2,2,18.798549739106722
-3.58223,-79.189499,2925.9,37.30950284912812,17661.079897937456,0.0,12:24:55,701105.86376074,9603852.199485289,67.45,3094.98,0.2,2,18.65475142456406
-3.582541,-79.189354,2925.9,37.99013901088189,17699.07003694834,0.0,12:24:57,701121.9074145706,9603817.774318172,69.43,3094.98,0.2,2,18.995069505440945
-3.582881,-79.189262,2925.9,38.975358534363075,17738.045395482703,0.0,12:24:59,701132.0556563862,9603780.153680833,71.21,3094.98,0.15,2,19.487679267181537
-3.583243,-79.18924,2925.9,40.1180563523698,17778.163451835073,0.0,12:25:01,701134.4210755038,9603740.115436906,72.77,3094.98,0.15,2,20.0590281761849
-3.583596,-79.189278,2925.9,39.27586436763934,17817.43931620271,0.0,12:25:03,701130.121596072,9603701.085671583,67.73,3094.98,0.15,2,19.63793218381967
-3.583925,-79.189331,2925.9,36.86754629826774,17854.30686250098,0.0,12:25:05,701124.1606442027,9603664.713350074,65.95,3094.98,0.4,2,18.43377314913387
-3.584227,-79.189339,2925.9,33.41993347601454,17887.726795976996,0.0,12:25:07,701123.2057289154,9603631.317065975,56.95,3094.98,0.4,2,16.70996673800727
-3.584506,-79.189285,2925.9,31.44254511135647,17919.169341088353,0.0,12:25:09,701129.1449127891,9603600.450725293,57.17,3094.98,0.4,2,15.721272555678235
-3.584772,-79.189163,2925.9,32.400067176419896,17951.56940826477,0.0,12:25:11,701142.6426904001,9603571.007110514,59.97,3094.98,0.05,2,16.200033588209948
-3.585008,-79.188965,2925.9,34.14496125985624,17985.714369524627,0.0,12:25:13,701164.5916877908,9603544.864480697,61.93,3094.98,0.05,2,17.07248062992812
-3.585216,-79.188744,2925.9,33.65718681386497,18019.37155633849,0.0,12:25:15,701189.1024202718,9603521.813294746,60.71,3094.98,0.45,2,16.828593406932484
-3.585415,-79.188522,2892.4,33.067582712745725,18052.439139051236,-1.0130767734373158,12:25:17,701213.7262246292,9603499.757183716,60.71,3094.98,0.65,2,16.533791356372863
-3.585642,-79.188309,2890.1,34.511425715274115,18086.95056476651,-0.06664459529941252,12:25:19,701237.3438667755,9603474.606530527,60.71,3094.98,0.65,2,17.255712857637057
-3.586066,-79.188118,2890.1,51.4792971063189,18138.429861872828,0.0,12:25:22,701258.4738818977,9603427.67454777,64.38,3094.98,0.25,3,17.159765702106302
-3.586401,-79.18811,2890.1,37.06825730103115,18175.49811917386,0.0,12:25:24,701259.289486629,9603390.625266762,69.34,3094.98,0.25,2,18.534128650515576
-3.586768,-79.188148,2890.1,40.81550985721985,18216.31362903108,0.0,12:25:26,701254.9868389377,9603350.047232587,75.95,3094.98,0.05,2,20.407754928609926
-3.587164,-79.188225,2890.1,44.631503633751066,18260.94513266483,0.0,12:25:28,701246.34439741,9603306.27067732,82.4,3094.98,0.05,2,22.315751816875533
-3.587588,-79.188293,2890.1,47.5049444807589,18308.45007714559,0.0,12:25:30,701238.6958497339,9603259.39563631,86.6,3094.99,15.1,2,23.75247224037945
-3.588009,-79.18837,2890.1,47.34791487520605,18355.797992020794,0.0,12:25:32,701230.0479310808,9603212.854346173,82.51,3094.99,14.85,2,23.673957437603026
-3.588396,-79.188446,2890.1,43.63342763898099,18399.431419659777,0.0,12:25:34,701221.5185668583,9603170.07288541,77.14,3094.99,2.4,2,21.816713819490495
-3.588751,-79.188545,2890.1,40.78137993172537,18440.212799591503,0.0,12:25:36,701210.4405922376,9603130.835353635,67.97,3094.99,2.4,2,20.390689965862684
-3.589039,-79.188698,2890.1,36.113023152067,18476.32582274357,0.0,12:25:38,701193.3771515286,9603099.019205661,64.73,3094.99,2.75,2,18.0565115760335
-3.589228,-79.188934,2890.1,33.54371654076588,18509.869539284336,0.0,12:25:40,701167.1129626909,9603078.16968457,59.63,3094.99,0.35,2,16.77185827038294
-3.589294,-79.189217,2890.1,32.29119070855263,18542.160729992887,0.0,12:25:42,701135.6533715158,9603070.933014296,58.39,3094.99,1.55,2,16.145595354276313
-3.589245,-79.189507,2890.1,32.68546459739846,18574.846194590285,0.0,12:25:44,701103.4411620002,9603076.415672846,58.76,3094.99,10.4,2,16.34273229869923
-3.589098,-79.189758,2890.1,32.29169018412227,18607.13788477441,0.0,12:25:46,701075.5838254534,9603092.7275189,59.89,3095.0,11.85,2,16.145845092061133
-3.588918,-79.190002,2869.8,33.64484157109703,18640.782726345507,-0.6033614382490855,12:25:48,701048.5114966637,9603112.687267931,59.89,3095.01,10.7,2,16.822420785548516
-3.588734,-79.190247,2870.9,33.997451835728256,18674.780178181234,0.032355366081992895,12:25:50,701021.3289202303,9603133.089582033,59.89,3095.01,10.8,2,16.998725917864128
-3.58849,-79.190651,2870.9,52.38594677526214,18727.166124956497,0.0,12:25:53,700976.4923952441,9603160.162184933,63.08,3095.02,11.55,3,17.461982258420715
-3.588419,-79.190948,2870.9,33.93203376611427,18761.098158722612,0.0,12:25:55,700943.5071866908,9603168.079279825,63.78,3095.03,12.7,2,16.966016883057137
-3.588456,-79.191269,2870.9,35.91146362685887,18797.009622349473,0.0,12:25:57,700907.831646236,9603164.057973593,64.26,3095.03,12.05,2,17.955731813429434
-3.588606,-79.191551,2870.9,35.464208059888115,18832.473830409363,0.0,12:25:59,700876.4648458107,9603147.531488782,64.15,3095.04,10.2,2,17.732104029944058
-3.588843,-79.191765,2870.9,35.39869378354188,18867.872524192906,0.0,12:26:01,700852.6347624282,9603121.368790647,64.45,3095.04,7.3,2,17.69934689177094
-3.589138,-79.191895,2870.9,35.68874391361608,18903.56126810652,0.0,12:26:03,700838.1255431978,9603088.773463918,64.76,3095.04,5.85,2,17.84437195680804
-3.58946,-79.191963,2870.9,36.4126193170175,18939.973887423537,0.0,12:26:05,700830.4994577315,9603053.178611571,66.02,3095.05,4.75,2,18.20630965850875
-3.589789,-79.192017,2870.9,36.88540659899792,18976.859294022535,0.0,12:26:07,700824.4274282991,9603016.806560894,66.28,3095.05,3.25,2,18.44270329949896
-3.5901,-79.192116,2870.9,36.11967884560584,19012.978972868143,0.0,12:26:09,700813.359232934,9602982.4350035,63.49,3095.05,3.25,2,18.05983942280292
-3.590338,-79.192291,2870.9,32.73402859442229,19045.713001462565,0.0,12:26:11,700793.8623887092,9602956.15316352,59.34,3095.05,3.25,2,16.367014297211146
-3.590487,-79.192543,2870.9,32.49926833302641,19078.212269795593,0.0,12:26:13,700765.8292867563,9602939.730686493,59.67,3095.05,0.4,2,16.249634166513204
-3.59052,-79.192833,2870.9,32.43889828439753,19110.651168079992,0.0,12:26:15,700733.5992437382,9602936.144913077,56.97,3095.05,0.4,2,16.219449142198766
-3.590491,-79.193123,2870.9,32.39209460599905,19143.04326268599,0.0,12:26:17,700701.3827540238,9602939.415668579,57.86,3095.05,0.4,2,16.196047302999524
-3.590451,-79.193398,2866.7,30.884722178098727,19173.92798486409,-0.13598956713227672,12:26:19,700670.8353678549,9602943.899602992,57.86,3095.05,0.15,2,15.442361089049363
-3.590409,-79.19368,2865.2,31.68635963013807,19205.614344494228,-0.04733898174195102,12:26:21,700639.5106282235,9602948.606241543,57.86,3095.05,0.2,2,15.843179815069035
-3.590341,-79.194107,2865.2,48.04767821633892,19253.662022710567,0.0,12:26:24,700592.0801614914,9602956.220002374,58.23,3095.05,0.2,3,16.01589273877964
-3.590306,-79.194397,2865.2,32.46451154150551,19286.12653425207,0.0,12:26:26,700559.8649931648,9602960.154242972,59.97,3095.05,0.2,2,16.232255770752754
-3.590306,-79.194702,2865.2,33.89956820773913,19320.02610245981,0.0,12:26:28,700525.9754909812,9602960.221138855,60.63,3095.05,0.2,2,16.949784103869565
-3.590349,-79.195007,2865.2,34.231567826362706,19354.257670286173,0.0,12:26:30,700492.0766100506,9602955.532687496,62.25,3095.05,0.2,2,17.115783913181353
-3.590428,-79.195313,2865.2,35.1151691954617,19389.372839481635,0.0,12:26:32,700458.0587692175,9602946.863234844,65.08,3095.05,1.0,2,17.55758459773085
-3.590524,-79.195633,2865.2,37.11738834153864,19426.490227823175,0.0,12:26:34,700422.481648101,9602936.316826802,66.84,3095.06,2.2,2,18.55869417076932
-3.590622,-79.195953,2865.2,37.181262565722356,19463.671490388897,0.0,12:26:36,700386.9041038267,9602925.549231706,68.51,3095.06,2.2,2,18.590631282861178
-3.59071,-79.196289,2865.2,38.59159289978228,19502.26308328868,0.0,12:26:38,700349.5509464658,9602915.891025566,70.75,3095.06,2.2,2,19.29579644989114
-3.590759,-79.196648,2865.2,40.26601355016823,19542.529096838847,0.0,12:26:40,700309.6507099536,9602910.550823957,73.39,3095.06,0.15,2,20.133006775084116
-3.590737,-79.197006,2865.2,39.862840068993435,19582.39193690784,0.0,12:26:42,700269.8770782736,9602913.062214915,70.14,3095.06,0.15,2,19.931420034496718
-3.590661,-79.197342,2865.2,38.27837937914562,19620.670316286985,0.0,12:26:44,700232.5597073078,9602921.54058059,70.06,3095.06,0.15,2,19.13918968957281
-3.590574,-79.197685,2865.2,39.31748095774598,19659.987797244732,0.0,12:26:46,700194.4669436801,9602931.236941682,69.36,3095.06,0.3,2,19.65874047887299
-3.59049,-79.198013,2865.2,37.62037157546733,19697.6081688202,0.0,12:26:48,700158.0402191902,9602940.598233953,67.95,3095.06,0.45,2,18.810185787733666
-3.590427,-79.198357,2832.7,38.86268696037071,19736.47085578057,-0.836277739445579,12:26:50,700119.8311134242,9602947.640642675,67.95,3095.06,0.45,2,19.431343480185355
-3.590358,-79.198685,2829.9,37.245354407611366,19773.716210188184,-0.0751771608710354,12:26:52,700083.4011219661,9602955.343066983,67.95,3095.06,0.25,2,18.622677203805683
-3.590117,-79.199097,2829.9,52.98176620088345,19826.697976389067,0.0,12:26:55,700037.6751031782,9602982.085154042,61.78,3095.06,0.05,3,17.660588733627815
-3.589888,-79.199318,2829.9,35.28532156297303,19861.98329795204,0.0,12:26:57,700013.1690144214,9603007.45836679,62.76,3095.06,0.05,2,17.642660781486516
-3.589661,-79.199554,2829.9,36.311890205651146,19898.295188157692,0.0,12:26:59,699986.995784471,9603032.61366974,65.21,3095.06,0.1,2,18.155945102825573
-3.589449,-79.199799,2829.9,35.93686058698851,19934.23204874468,0.0,12:27:01,699959.8192615192,9603056.112093344,66.36,3095.06,0.25,2,17.968430293494254
-3.589275,-79.200096,2829.9,38.21096190443677,19972.44301064912,0.0,12:27:03,699926.8565880219,9603075.41949209,69.6,3095.06,0.25,2,19.105480952218386
-3.589118,-79.200409,2829.9,38.88150188004117,20011.32451252916,0.0,12:27:05,699892.1124012228,9603092.850359598,68.39,3095.06,0.15,2,19.440750940020585
-3.588969,-79.200706,2829.9,36.89572156652855,20048.22023409569,0.0,12:27:07,699859.1442737792,9603109.393002324,66.13,3095.06,0.25,2,18.447860783264275
-3.588817,-79.200996,2829.9,36.353772168721825,20084.57400626441,0.0,12:27:09,699826.9545822837,9603126.265866244,68.56,3095.06,0.45,2,18.176886084360913
-3.588667,-79.201302,2829.9,37.84140838642283,20122.415414650834,0.0,12:27:11,699792.9866425205,9603142.921031471,65.38,3095.06,0.45,2,18.920704193211414
-3.588531,-79.201599,2829.9,36.27629657587985,20158.691711226715,0.0,12:27:13,699760.01566947,9603158.025971174,63.12,3095.06,0.0,2,18.138148287939924
-3.588452,-79.201897,2829.9,34.2548866103245,20192.94659783704,0.0,12:27:15,699726.9211922805,9603166.827552766,61.95,3095.06,0.0,2,17.12744330516225
-3.588468,-79.202202,2829.9,33.945657143629035,20226.892254980667,0.0,12:27:17,699693.0282848802,9603165.124715801,60.3,3095.06,0.0,2,16.972828571814517
-3.58857,-79.202469,2829.9,31.749287513739134,20258.641542494406,0.0,12:27:19,699663.3389911682,9603153.902941843,57.8,3095.06,0.0,2,15.874643756869567
-3.588757,-79.202705,2829.9,33.406060649024795,20292.04760314343,0.0,12:27:21,699637.0757421476,9603133.274354452,60.88,3095.06,0.45,2,16.703030324512397
-3.588993,-79.202873,2787.5,32.09759389630881,20324.14519703974,-1.3209712895294636,12:27:23,699618.3575307906,9603107.212078158,60.88,3095.06,0.4,2,16.048796948154404
-3.589271,-79.202965,2785.2,32.408671927756835,20356.553868967498,-0.07096865941088801,12:27:25,699608.0747724505,9603076.488490744,60.88,3095.06,0.4,2,16.204335963878417
-3.589708,-79.202927,2785.2,48.52146283653295,20405.07533180403,0.0,12:27:28,699612.202125722,9603028.15292432,57.1,3095.06,0.25,3,16.173820945510982
-3.589973,-79.202789,2785.2,33.085132223401644,20438.16046402743,0.0,12:27:30,699627.4780999792,9602998.816786502,61.76,3095.06,0.25,2,16.542566111700822
-3.590198,-79.202583,2785.2,33.81913105053628,20471.979595077966,0.0,12:27:32,699650.3184144523,9602973.88934425,58.95,3095.06,2.15,2,16.90956552526814
-3.590401,-79.202354,2785.2,33.9426221502148,20505.92221722818,0.0,12:27:34,699675.7190896203,9602951.38982099,62.82,3095.06,2.0,2,16.9713110751074
-3.59061,-79.202095,2785.2,36.92072499892557,20542.842942227107,0.0,12:27:36,699704.451828572,9602928.220200097,67.67,3095.06,2.0,2,18.460362499462786
