FECHA;HORA;LATITUD;LONGITUD;ALTITUD;VELOCIDAD;CONSUMO_TOTAL;CPNSUMO_INSTANTANEO;
15/8/17;13:16:41;-3.809.031;-79.288.925;2616.40;53.82;3100.33;15.95;
15/8/17;13:16:43;-3.809.288;-79.288.834;2616.40;56.00;3100.34;16.85;
15/8/17;13:16:45;-3.809.578;-79.288.826;2616.40;58.36;3100.35;17.45;
15/8/17;13:16:47;-3.809.865;-79.288.895;2616.40;60.10;3100.36;16.50;
15/8/17;13:16:49;-3.810.142;-79.288.994;2616.40;58.06;3100.37;19.55;
15/8/17;13:16:51;-3.810.417;-79.289.085;2616.40;58.47;3100.37;12.65;
15/8/17;13:16:53;-3.810.693;-79.289.185;2616.40;58.32;3100.38;12.75;
15/8/17;13:16:55;-3.810.953;-79.289.322;2616.40;58.69;3100.39;12.85;
15/8/17;13:16:57;-3.811.156;-79.289.528;2616.40;57.78;3100.40;13.65;
15/8/17;13:16:59;-3.811.324;-79.289.780;2641.00;57.78;3100.40;13.40;
15/8/17;13:17:01;-3.811.519;-79.289.993;2643.10;57.78;3100.41;14.05;
15/8/17;13:17:04;-3.811.878;-79.290.253;2643.10;59.71;3100.42;13.35;
15/8/17;13:17:06;-3.812.131;-79.290.413;2643.10;60.23;3100.43;13.25;
15/8/17;13:17:08;-3.812.385;-79.290.581;2643.10;60.71;3100.44;13.05;
15/8/17;13:17:10;-3.812.645;-79.290.741;2643.10;60.60;3100.45;12.85;
15/8/17;13:17:12;-3.812.915;-79.290.894;2643.10;61.08;3100.45;13.20;
15/8/17;13:17:14;-3.813.191;-79.291.023;2643.10;61.04;3100.46;13.50;
15/8/17;13:17:16;-3.813.477;-79.291.145;2643.10;61.28;3100.47;13.75;
15/8/17;13:17:18;-3.813.766;-79.291.237;2643.10;61.32;3100.48;13.15;
15/8/17;13:17:20;-3.814.063;-79.291.321;2643.10;61.89;3100.49;14.75;
15/8/17;13:17:22;-3.814.373;-79.291.351;2643.10;62.25;3100.49;14.00;
15/8/17;13:17:24;-3.814.686;-79.291.328;2643.10;62.39;3100.50;13.80;
15/8/17;13:17:26;-3.814.997;-79.291.275;2643.10;62.58;3100.51;14.80;
15/8/17;13:17:28;-3.815.314;-79.291.267;2643.10;63.60;3100.52;14.85;
15/8/17;13:17:30;-3.815.624;-79.291.328;2673.50;63.60;3100.53;14.70;
15/8/17;13:17:32;-3.815.911;-79.291.458;2678.00;63.60;3100.53;14.45;
15/8/17;13:17:35;-3.816.366;-79.291.565;2678.00;61.49;3100.54;14.40;
15/8/17;13:17:37;-3.816.665;-79.291.496;2678.00;60.84;3100.55;14.25;
15/8/17;13:17:39;-3.816.919;-79.291.313;2678.00;63.56;3100.56;14.05;
15/8/17;13:17:41;-3.817.146;-79.291.084;2678.00;63.91;3100.57;15.00;
15/8/17;13:17:43;-3.817.382;-79.290.871;2678.00;64.49;3100.58;14.40;
15/8/17;13:17:45;-3.817.644;-79.290.688;2678.00;64.86;3100.58;14.40;
15/8/17;13:17:47;-3.817.932;-79.290.527;2678.00;65.63;3100.59;14.40;
15/8/17;13:17:49;-3.818.236;-79.290.405;2678.00;65.17;3100.60;15.55;
15/8/17;13:17:51;-3.818.563;-79.290.337;2678.00;65.84;3100.61;14.75;
15/8/17;13:17:53;-3.818.893;-79.290.298;2678.00;65.88;3100.62;14.75;
15/8/17;13:17:55;-3.819.226;-79.290.253;2678.00;66.39;3100.63;15.05;
15/8/17;13:17:57;-3.819.561;-79.290.237;2678.00;67.12;3100.64;15.70;
15/8/17;13:17:59;-3.819.896;-79.290.245;2678.00;66.67;3100.65;16.45;
15/8/17;13:18:01;-3.820.221;-79.290.352;2702.80;66.67;3100.65;16.25;
15/8/17;13:18:03;-3.820.506;-79.290.543;2704.80;66.67;3100.66;14.25;
15/8/17;13:18:06;-3.820.810;-79.290.955;2704.80;68.21;3100.67;14.80;
15/8/17;13:18:08;-3.820.916;-79.291.283;2704.80;68.56;3100.68;15.10;
15/8/17;13:18:10;-3.820.991;-79.291.618;2704.80;68.34;3100.69;16.50;
15/8/17;13:18:12;-3.821.127;-79.291.931;2704.80;67.76;3100.70;15.75;
15/8/17;13:18:14;-3.821.348;-79.292.183;2704.80;67.84;3100.71;15.35;
15/8/17;13:18:16;-3.821.609;-79.292.397;2704.80;68.58;3100.71;15.30;
15/8/17;13:18:18;-3.821.869;-79.292.625;2704.80;67.23;3100.72;15.60;
15/8/17;13:18:20;-3.822.127;-79.292.839;2704.80;68.21;3100.74;19.15;
15/8/17;13:18:22;-3.822.355;-79.293.091;2704.80;67.41;3100.75;17.60;
15/8/17;13:18:24;-3.822.468;-79.293.404;2704.80;66.95;3100.75;16.45;
15/8/17;13:18:26;-3.822.495;-79.293.732;2704.80;65.76;3100.76;16.00;
15/8/17;13:18:28;-3.822.501;-79.294.044;2704.80;64.56;3100.77;16.35;
15/8/17;13:18:30;-3.822.516;-79.294.365;2704.80;63.65;3100.78;17.00;
15/8/17;13:18:32;-3.822.556;-79.294.685;2740.60;63.65;3100.79;14.90;
15/8/17;13:18:34;-3.822.611;-79.295.006;2741.90;63.65;3100.80;15.65;
15/8/17;13:18:37;-3.822.709;-79.295.479;2741.90;63.38;3100.81;17.00;
15/8/17;13:18:39;-3.822.811;-79.295.784;2741.90;62.60;3100.82;15.05;
15/8/17;13:18:41;-3.822.998;-79.296.013;2741.90;62.25;3100.83;15.30;
15/8/17;13:18:43;-3.823.276;-79.296.150;2741.90;62.73;3100.83;15.15;
15/8/17;13:18:45;-3.823.585;-79.296.158;2741.90;61.95;3100.84;15.10;
15/8/17;13:18:47;-3.823.867;-79.296.043;2741.90;61.19;3100.86;14.90;
15/8/17;13:18:49;-3.824.078;-79.295.822;2741.90;61.38;3100.86;15.10;
15/8/17;13:18:51;-3.824.178;-79.295.532;2741.90;60.80;3100.87;14.75;
15/8/17;13:18:53;-3.824.167;-79.295.235;2741.90;60.30;3100.88;14.45;
15/8/17;13:18:55;-3.824.113;-79.294.930;2741.90;60.93;3100.89;15.60;
15/8/17;13:18:57;-3.824.071;-79.294.624;2741.90;61.75;3100.89;14.80;
15/8/17;13:18:59;-3.824.115;-79.294.319;2741.90;62.49;3100.90;15.20;
15/8/17;13:19:01;-3.824.223;-79.294.022;2741.90;62.84;3100.91;16.30;
15/8/17;13:19:03;-3.824.389;-79.293.762;2775.40;62.84;3100.92;15.40;
15/8/17;13:19:06;-3.824.707;-79.293.404;2775.40;64.82;3100.93;15.75;
15/8/17;13:19:08;-3.824.863;-79.293.114;2775.40;65.45;3100.94;15.85;
15/8/17;13:19:10;-3.824.926;-79.292.793;2775.40;65.63;3100.95;16.10;
15/8/17;13:19:12;-3.824.953;-79.292.465;2775.40;66.65;3100.96;19.35;
15/8/17;13:19:14;-3.825.035;-79.292.137;2775.40;67.30;3100.97;16.30;
15/8/17;13:19:16;-3.825.229;-79.291.870;2775.40;66.60;3100.98;15.15;
15/8/17;13:19:18;-3.825.513;-79.291.702;2775.40;65.88;3100.99;15.85;
15/8/17;13:19:20;-3.825.810;-79.291.580;2775.40;60.80;3100.99;13.50;
15/8/17;13:19:22;-3.826.077;-79.291.489;2775.40;53.52;3100.99;13.50;
15/8/17;13:19:24;-3.826.305;-79.291.443;2775.40;40.97;3101.00;1.45;
15/8/17;13:19:26;-3.826.503;-79.291.443;2775.40;38.58;3101.00;3.30;
15/8/17;13:19:28;-3.826.691;-79.291.512;2775.40;41.15;3101.00;12.80;
15/8/17;13:19:30;-3.826.891;-79.291.603;2775.40;44.99;3101.01;14.05;
15/8/17;13:19:32;-3.827.123;-79.291.664;2775.40;50.04;3101.02;16.40;
15/8/17;13:19:34;-3.827.390;-79.291.672;2801.50;50.04;3101.03;16.85;
15/8/17;13:19:36;-3.827.677;-79.291.603;2800.80;50.04;3101.04;20.30;
15/8/17;13:19:39;-3.828.142;-79.291.451;2800.80;68.56;3101.05;15.40;
15/8/17;13:19:41;-3.828.489;-79.291.344;2800.80;73.54;3101.06;13.50;
15/8/17;13:19:43;-3.828.868;-79.291.313;2800.80;77.45;3101.07;13.65;
15/8/17;13:19:45;-3.829.256;-79.291.374;2800.80;79.40;3101.07;9.30;
15/8/17;13:19:47;-3.829.646;-79.291.489;2800.80;81.34;3101.08;12.80;
15/8/17;13:19:49;-3.830.035;-79.291.618;2800.80;81.19;3101.08;12.65;
15/8/17;13:19:51;-3.830.418;-79.291.740;2800.80;80.51;3101.08;1.65;
15/8/17;13:19:53;-3.830.799;-79.291.870;2800.80;80.43;3101.08;1.65;
15/8/17;13:19:55;-3.831.169;-79.292.023;2800.80;80.21;3101.08;1.95;
15/8/17;13:19:57;-3.831.526;-79.292.206;2800.80;79.06;3101.08;0.20;
15/8/17;13:19:59;-3.831.879;-79.292.397;2800.80;80.40;3101.08;0.20;
15/8/17;13:20:01;-3.832.229;-79.292.595;2800.80;78.38;3101.08;0.15;
15/8/17;13:20:03;-3.832.574;-79.292.786;2800.80;79.01;3101.08;0.20;
15/8/17;13:20:05;-3.832.928;-79.292.984;2781.10;79.01;3101.08;0.20;
15/8/17;13:20:07;-3.833.292;-79.293.182;2777.80;79.01;3101.08;0.10;
15/8/17;13:20:10;-3.833.785;-79.293.518;2777.80;77.27;3101.08;0.10;
15/8/17;13:20:12;-3.834.042;-79.293.816;2777.80;78.15;3101.08;0.10;
15/8/17;13:20:14;-3.834.247;-79.294.121;2777.80;67.89;3101.08;0.20;
15/8/17;13:20:16;-3.834.459;-79.294.365;2777.80;64.43;3101.08;0.20;
15/8/17;13:20:18;-3.834.734;-79.294.525;2777.80;63.91;3101.08;0.20;
15/8/17;13:20:20;-3.835.053;-79.294.563;2777.80;65.43;3101.08;0.75;
15/8/17;13:20:22;-3.835.365;-79.294.464;2777.80;66.13;3101.08;0.75;
15/8/17;13:20:24;-3.835.662;-79.294.319;2777.80;66.75;3101.08;15.50;
15/8/17;13:20:26;-3.835.956;-79.294.159;2777.80;66.19;3101.08;14.20;
15/8/17;13:20:28;-3.836.248;-79.294.006;2777.80;65.02;3101.09;16.00;
15/8/17;13:20:30;-3.836.542;-79.293.884;2777.80;63.76;3101.10;16.45;
15/8/17;13:20:32;-3.836.862;-79.293.854;2777.80;64.01;3101.11;14.95;
15/8/17;13:20:34;-3.837.178;-79.293.930;2777.80;64.82;3101.12;14.75;
15/8/17;13:20:36;-3.837.493;-79.294.029;2777.80;66.82;3101.13;13.70;
15/8/17;13:20:38;-3.837.818;-79.294.144;2783.10;66.82;3101.14;10.85;
15/8/17;13:20:41;-3.838.323;-79.294.296;2783.10;70.88;3101.14;7.50;
15/8/17;13:20:43;-3.838.681;-79.294.304;2783.10;71.76;3101.15;6.80;
15/8/17;13:20:45;-3.839.031;-79.294.205;2783.10;72.51;3101.15;5.70;
15/8/17;13:20:47;-3.839.392;-79.294.113;2783.10;76.04;3101.15;5.35;
15/8/17;13:20:49;-3.839.784;-79.294.075;2783.10;80.30;3101.16;9.30;
15/8/17;13:20:51;-3.840.201;-79.294.106;2783.10;84.08;3101.16;11.00;
15/8/17;13:20:53;-3.840.639;-79.294.121;2783.10;88.77;3101.17;12.45;
15/8/17;13:20:55;-3.841.104;-79.294.151;2783.10;94.43;3101.17;16.80;
15/8/17;13:20:57;-3.841.587;-79.294.189;2783.10;96.67;3101.18;13.50;
15/8/17;13:20:59;-3.842.074;-79.294.212;2783.10;96.53;3101.19;4.75;
15/8/17;13:21:01;-3.842.551;-79.294.174;2783.10;94.45;3101.19;3.90;
15/8/17;13:21:03;-3.843.012;-79.294.083;2783.10;93.32;3101.19;7.55;
15/8/17;13:21:05;-3.843.452;-79.293.938;2783.10;92.34;3101.20;12.90;
15/8/17;13:21:07;-3.843.862;-79.293.739;2783.10;90.27;3101.20;8.55;
15/8/17;13:21:08;-3.844.055;-79.293.625;2775.70;90.27;3101.20;8.55;
15/8/17;13:21:11;-3.844.599;-79.293.266;2775.70;88.45;3101.21;2.30;
15/8/17;13:21:13;-3.844.945;-79.292.999;2775.70;86.12;3101.21;7.95;
15/8/17;13:21:15;-3.845.226;-79.292.671;2775.70;87.43;3101.21;7.95;
15/8/17;13:21:17;-3.845.441;-79.292.274;2775.70;92.86;3101.22;14.80;
15/8/17;13:21:19;-3.845.663;-79.291.855;2775.70;95.14;3101.22;16.80;
15/8/17;13:21:21;-3.845.901;-79.291.451;2775.70;94.99;3101.23;4.35;
15/8/17;13:21:23;-3.846.130;-79.291.046;2775.70;86.90;3101.23;4.30;
15/8/17;13:21:25;-3.846.274;-79.290.680;2775.70;75.67;3101.23;0.40;
15/8/17;13:21:27;-3.846.254;-79.290.321;2775.70;72.84;3101.23;0.40;
15/8/17;13:21:29;-3.846.070;-79.290.009;2775.70;72.27;3101.23;3.90;
15/8/17;13:21:31;-3.845.792;-79.289.780;2775.70;72.77;3101.23;11.25;
15/8/17;13:21:33;-3.845.533;-79.289.536;2775.70;70.69;3101.24;8.85;
15/8/17;13:21:35;-3.845.398;-79.289.215;2767.60;70.69;3101.24;5.05;
15/8/17;13:21:37;-3.845.418;-79.288.872;2767.80;70.69;3101.25;9.90;
15/8/17;13:21:40;-3.845.565;-79.288.338;2767.80;75.41;3101.25;10.65;
15/8/17;13:21:42;-3.845.705;-79.287.979;2767.80;77.84;3101.26;9.85;
15/8/17;13:21:44;-3.845.880;-79.287.621;2767.80;79.80;3101.26;9.85;
15/8/17;13:21:46;-3.846.081;-79.287.270;2767.80;82.53;3101.26;1.35;
15/8/17;13:21:48;-3.846.295;-79.286.911;2767.80;83.86;3101.26;1.25;
15/8/17;13:21:50;-3.846.479;-79.286.552;2767.80;78.80;3101.26;1.25;
15/8/17;13:21:52;-3.846.570;-79.286.163;2767.80;81.30;3101.26;0.45;
15/8/17;13:21:54;-3.846.580;-79.285.751;2767.80;83.84;3101.26;0.55;
15/8/17;13:21:56;-3.846.579;-79.285.332;2767.80;84.82;3101.26;0.35;
15/8/17;13:21:58;-3.846.607;-79.284.927;2767.80;76.14;3101.26;0.35;
15/8/17;13:22:00;-3.846.722;-79.284.592;2767.80;70.06;3101.26;0.45;
15/8/17;13:22:02;-3.846.948;-79.284.332;2767.80;66.21;3101.26;0.40;
15/8/17;13:22:04;-3.847.260;-79.284.233;2767.80;67.32;3101.26;0.40;
15/8/17;13:22:06;-3.847.593;-79.284.294;2726.10;67.32;3101.26;0.40;
15/8/17;13:22:08;-3.847.855;-79.284.515;2725.60;67.32;3101.26;0.50;
15/8/17;13:22:11;-3.848.008;-79.285.019;2725.60;71.47;3101.26;0.50;
15/8/17;13:22:13;-3.848.011;-79.285.370;2725.60;70.97;3101.26;0.40;
15/8/17;13:22:15;-3.848.010;-79.285.728;2725.60;70.12;3101.26;13.30;
15/8/17;13:22:17;-3.848.009;-79.286.079;2725.60;69.36;3101.27;13.30;
15/8/17;13:22:19;-3.848.007;-79.286.423;2725.60;68.45;3101.28;12.05;
15/8/17;13:22:21;-3.848.027;-79.286.758;2725.60;65.80;3101.28;4.95;
15/8/17;13:22:23;-3.848.144;-79.287.071;2725.60;65.28;3101.28;4.95;
15/8/17;13:22:25;-3.848.388;-79.287.285;2725.60;67.52;3101.28;1.65;
15/8/17;13:22:27;-3.848.720;-79.287.384;2725.60;70.30;3101.28;5.55;
15/8/17;13:22:29;-3.849.085;-79.287.361;2725.60;74.52;3101.29;8.85;
15/8/17;13:22:31;-3.849.463;-79.287.308;2725.60;75.89;3101.29;11.50;
15/8/17;13:22:33;-3.849.842;-79.287.247;2725.60;75.93;3101.29;4.10;
15/8/17;13:22:35;-3.850.189;-79.287.102;2725.60;76.45;3101.29;4.10;
15/8/17;13:22:37;-3.850.491;-79.286.865;2723.80;76.45;3101.30;1.80;
15/8/17;13:22:39;-3.850.782;-79.286.606;2721.00;76.45;3101.30;2.35;
15/8/17;13:22:42;-3.851.229;-79.286.209;2721.00;80.62;3101.30;2.35;
15/8/17;13:22:44;-3.851.535;-79.285.934;2721.00;82.12;3101.30;2.35;
15/8/17;13:22:46;-3.851.831;-79.285.675;2721.00;75.89;3101.30;0.20;
15/8/17;13:22:48;-3.852.084;-79.285.408;2721.00;70.30;3101.30;0.20;
15/8/17;13:22:50;-3.852.233;-79.285.088;2721.00;70.88;3101.30;0.20;
15/8/17;13:22:52;-3.852.319;-79.284.737;2721.00;72.62;3101.30;0.25;
15/8/17;13:22:54;-3.852.424;-79.284.409;2721.00;66.45;3101.30;0.25;
15/8/17;13:22:56;-3.852.626;-79.284.149;2721.00;66.10;3101.30;0.25;
15/8/17;13:22:58;-3.852.923;-79.284.027;2721.00;66.30;3101.30;0.30;
15/8/17;13:23:00;-3.853.262;-79.284.042;2721.00;68.19;3101.30;0.30;
15/8/17;13:23:02;-3.853.578;-79.284.187;2721.00;70.17;3101.30;0.30;
15/8/17;13:23:04;-3.853.888;-79.284.370;2721.00;72.89;3101.30;0.30;
15/8/17;13:23:06;-3.854.205;-79.284.554;2721.00;71.91;3101.30;0.00;
15/8/17;13:23:08;-3.854.527;-79.284.691;2721.00;69.21;3101.30;0.00;
15/8/17;13:23:10;-3.854.872;-79.284.691;2678.40;69.21;3101.30;0.20;
15/8/17;13:23:12;-3.855.191;-79.284.546;2675.50;69.21;3101.30;0.40;
15/8/17;13:23:15;-3.855.665;-79.284.309;2675.50;69.38;3101.30;0.40;
15/8/17;13:23:17;-3.856.015;-79.284.317;2675.50;70.75;3101.30;0.20;
15/8/17;13:23:19;-3.856.347;-79.284.470;2675.50;73.39;3101.30;0.20;
15/8/17;13:23:21;-3.856.685;-79.284.630;2675.50;75.45;3101.30;0.20;
15/8/17;13:23:23;-3.857.058;-79.284.676;2675.50;74.91;3101.30;0.20;
15/8/17;13:23:25;-3.857.410;-79.284.554;2675.50;74.84;3101.30;0.00;
15/8/17;13:23:27;-3.857.737;-79.284.378;2675.50;73.84;3101.30;0.00;
15/8/17;13:23:29;-3.858.081;-79.284.256;2675.50;72.93;3101.30;0.70;
15/8/17;13:23:31;-3.858.447;-79.284.256;2675.50;73.78;3101.30;0.80;
15/8/17;13:23:33;-3.858.800;-79.284.378;2675.50;73.30;3101.30;3.20;
15/8/17;13:23:35;-3.859.154;-79.284.470;2675.50;73.21;3101.30;2.00;
15/8/17;13:23:37;-3.859.518;-79.284.431;2675.50;74.39;3101.30;7.15;
15/8/17;13:23:39;-3.859.843;-79.284.241;2675.50;76.14;3101.30;7.15;
15/8/17;13:23:41;-3.860.154;-79.284.027;2675.50;77.01;3101.30;7.15;
15/8/17;13:23:43;-3.860.452;-79.283.775;2666.30;77.01;3101.31;11.15;
15/8/17;13:23:45;-3.860.705;-79.283.478;2667.50;77.01;3101.32;12.75;
15/8/17;13:23:48;-3.861.016;-79.282.990;2667.50;75.56;3101.32;10.85;
15/8/17;13:23:50;-3.861.205;-79.282.669;2667.50;71.01;3101.32;10.95;
15/8/17;13:23:52;-3.861.401;-79.282.394;2667.50;69.12;3101.32;2.20;
15/8/17;13:23:54;-3.861.672;-79.282.181;2667.50;68.25;3101.33;3.80;
15/8/17;13:23:56;-3.861.999;-79.282.089;2667.50;68.17;3101.33;11.80;
15/8/17;13:23:58;-3.862.340;-79.282.021;2667.50;69.32;3101.34;11.30;
15/8/17;13:24:00;-3.862.685;-79.281.960;2667.50;69.86;3101.35;13.15;
15/8/17;13:24:02;-3.863.021;-79.281.853;2667.50;70.19;3101.36;13.40;
15/8/17;13:24:04;-3.863.334;-79.281.693;2667.50;70.26;3101.37;13.10;
15/8/17;13:24:06;-3.863.644;-79.281.525;2667.50;70.23;3101.37;13.10;
15/8/17;13:24:08;-3.863.941;-79.281.342;2667.50;69.28;3101.38;11.00;
15/8/17;13:24:10;-3.864.172;-79.281.097;2667.50;68.75;3101.39;11.20;
15/8/17;13:24:12;-3.864.308;-79.280.777;2667.50;69.15;3101.39;11.15;
15/8/17;13:24:14;-3.864.398;-79.280.441;2686.10;69.15;3101.40;11.50;
15/8/17;13:24:16;-3.864.486;-79.280.098;2686.30;69.15;3101.40;9.85;
15/8/17;13:24:19;-3.864.661;-79.279.594;2686.30;69.32;3101.41;8.25;
15/8/17;13:24:21;-3.864.840;-79.279.320;2686.30;61.41;3101.41;8.25;
15/8/17;13:24:23;-3.865.034;-79.279.137;2686.30;50.93;3101.41;1.30;
15/8/17;13:24:25;-3.865.233;-79.278.999;2686.30;47.06;3101.41;1.30;
15/8/17;13:24:27;-3.865.439;-79.278.908;2686.30;44.65;3101.41;0.55;
15/8/17;13:24:29;-3.865.658;-79.278.885;2686.30;43.34;3101.41;0.60;
15/8/17;13:24:31;-3.865.888;-79.278.938;2686.30;42.89;3101.41;3.80;
15/8/17;13:24:33;-3.866.070;-79.279.030;2686.30;42.60;3101.42;7.30;
15/8/17;13:24:35;-3.866.285;-79.279.106;2686.30;46.26;3101.42;12.05;
15/8/17;13:24:37;-3.866.519;-79.279.152;2686.30;48.95;3101.43;11.60;
15/8/17;13:24:39;-3.866.774;-79.279.137;2686.30;52.60;3101.43;6.65;
15/8/17;13:24:41;-3.867.049;-79.279.053;2686.30;58.97;3101.44;14.40;
15/8/17;13:24:43;-3.867.332;-79.278.954;2686.30;61.71;3101.44;7.35;
15/8/17;13:24:45;-3.867.631;-79.278.839;2693.50;61.71;3101.45;12.05;
15/8/17;13:24:47;-3.867.944;-79.278.717;2693.60;61.71;3101.45;13.75;
15/8/17;13:24:50;-3.868.432;-79.278.534;2693.60;70.78;3101.46;13.80;
15/8/17;13:24:52;-3.868.764;-79.278.389;2693.60;72.71;3101.48;15.00;
15/8/17;13:24:54;-3.869.100;-79.278.236;2693.60;73.82;3101.48;14.30;
15/8/17;13:24:56;-3.869.437;-79.278.091;2693.60;73.41;3101.49;13.90;
15/8/17;13:24:58;-3.869.771;-79.277.939;2693.60;72.47;3101.50;6.45;
15/8/17;13:25:00;-3.870.088;-79.277.786;2693.60;69.58;3101.50;6.45;
15/8/17;13:25:02;-3.870.345;-79.277.550;2693.60;68.32;3101.50;1.40;
15/8/17;13:25:04;-3.870.481;-79.277.245;2693.60;67.04;3101.50;1.40;
15/8/17;13:25:06;-3.870.470;-79.276.909;2693.60;67.93;3101.50;3.05;
15/8/17;13:25:08;-3.870.312;-79.276.619;2693.60;68.36;3101.50;4.50;
15/8/17;13:25:10;-3.870.077;-79.276.367;2693.60;68.30;3101.51;5.50;
15/8/17;13:25:12;-3.869.882;-79.276.093;2693.60;67.86;3101.51;2.70;
15/8/17;13:25:14;-3.869.809;-79.275.757;2693.60;67.86;3101.51;2.70;
15/8/17;13:25:16;-3.869.846;-79.275.398;2691.20;67.86;3101.52;7.20;
15/8/17;13:25:18;-3.869.847;-79.275.032;2689.20;67.86;3101.52;6.90;
15/8/17;13:25:21;-3.869.641;-79.274.521;2689.20;74.52;3101.52;6.90;
15/8/17;13:25:23;-3.869.450;-79.274.200;2689.20;74.89;3101.52;0.30;
15/8/17;13:25:25;-3.869.326;-79.273.842;2689.20;75.10;3101.52;0.50;
15/8/17;13:25:27;-3.869.300;-79.273.430;2689.20;79.45;3101.52;1.70;
15/8/17;13:25:29;-3.869.287;-79.273.033;2689.20;80.28;3101.52;2.25;
15/8/17;13:25:31;-3.869.299;-79.272.636;2689.20;73.97;3101.52;1.95;
15/8/17;13:25:33;-3.869.405;-79.272.301;2689.20;65.95;3101.52;1.95;
15/8/17;13:25:35;-3.869.663;-79.272.102;2689.20;56.97;3101.52;0.15;
15/8/17;13:25:37;-3.869.990;-79.272.049;2689.20;60.28;3101.52;0.40;
15/8/17;13:25:39;-3.870.332;-79.272.049;2689.20;61.99;3101.52;0.40;
15/8/17;13:25:41;-3.870.701;-79.272.079;2689.20;64.80;3101.52;5.20;
15/8/17;13:25:43;-3.871.029;-79.272.125;2689.20;58.02;3101.52;5.35;
15/8/17;13:25:45;-3.871.385;-79.272.217;2689.20;59.69;3101.52;1.00;
15/8/17;13:25:47;-3.871.682;-79.272.339;2689.20;63.08;3101.52;1.00;
15/8/17;13:25:49;-3.871.995;-79.272.408;2670.10;63.08;3101.53;6.40;
15/8/17;13:25:52;-3.872.443;-79.272.285;2670.10;62.62;3101.53;6.40;
15/8/17;13:25:54;-3.872.644;-79.272.049;2670.10;63.04;3101.53;0.75;
15/8/17;13:25:56;-3.872.729;-79.271.751;2670.10;61.73;3101.53;0.75;
15/8/17;13:25:58;-3.872.655;-79.271.439;2670.10;64.47;3101.53;2.85;
15/8/17;13:26:00;-3.872.546;-79.271.126;2670.10;66.76;3101.54;10.60;
15/8/17;13:26:02;-3.872.439;-79.270.805;2670.10;69.02;3101.55;12.40;
15/8/17;13:26:04;-3.872.341;-79.270.462;2670.10;71.17;3101.55;12.50;
15/8/17;13:26:06;-3.872.221;-79.270.126;2670.10;72.02;3101.56;11.40;
15/8/17;13:26:08;-3.872.109;-79.269.783;2670.10;71.32;3101.56;8.00;
15/8/17;13:26:10;-3.872.086;-79.269.432;2670.10;70.91;3101.57;8.15;
15/8/17;13:26:12;-3.872.190;-79.269.096;2670.10;71.86;3101.57;11.10;
15/8/17;13:26:14;-3.872.362;-79.268.776;2670.10;72.17;3101.58;12.20;
15/8/17;13:26:16;-3.872.543;-79.268.463;2670.10;73.14;3101.59;11.90;
15/8/17;13:26:18;-3.872.751;-79.268.166;2677.50;73.14;3101.59;11.90;
15/8/17;13:26:20;-3.873.031;-79.267.960;2676.30;73.14;3101.59;3.45;
15/8/17;13:26:23;-3.873.509;-79.267.937;2676.30;60.91;3101.60;5.25;
15/8/17;13:26:25;-3.873.863;-79.268.089;2676.30;73.21;3101.60;10.25;
15/8/17;13:26:27;-3.874.197;-79.268.272;2676.30;75.91;3101.61;7.85;
15/8/17;13:26:29;-3.874.514;-79.268.478;2676.30;77.54;3101.61;7.75;
15/8/17;13:26:31;-3.874.796;-79.268.761;2676.30;78.28;3101.61;1.65;
15/8/17;13:26:33;-3.875.056;-79.269.058;2676.30;77.90;3101.61;1.65;
15/8/17;13:26:35;-3.875.283;-79.269.386;2676.30;76.60;3101.61;0.65;
15/8/17;13:26:37;-3.875.460;-79.269.730;2676.30;76.75;3101.61;0.65;
15/8/17;13:26:39;-3.875.665;-79.270.042;2676.30;71.60;3101.61;0.65;
15/8/17;13:26:41;-3.875.957;-79.270.233;2676.30;71.19;3101.61;0.30;
15/8/17;13:26:43;-3.876.308;-79.270.271;2676.30;71.06;3101.61;0.30;
15/8/17;13:26:45;-3.876.637;-79.270.157;2676.30;70.82;3101.61;0.30;
15/8/17;13:26:47;-3.876.929;-79.269.966;2676.30;71.67;3101.61;0.20;
15/8/17;13:26:49;-3.877.240;-79.269.806;2676.30;68.89;3101.61;0.20;
15/8/17;13:26:51;-3.877.580;-79.269.775;2653.70;68.89;3101.61;0.20;
15/8/17;13:26:53;-3.877.910;-79.269.897;2652.30;68.89;3101.61;0.45;
15/8/17;13:26:56;-3.878.403;-79.270.096;2652.30;71.38;3101.61;0.45;
15/8/17;13:26:58;-3.878.765;-79.270.081;2652.30;74.27;3101.61;1.00;
15/8/17;13:27:00;-3.879.134;-79.269.989;2652.30;78.51;3101.61;1.00;
15/8/17;13:27:02;-3.879.505;-79.269.859;2652.30;79.80;3101.61;1.00;
15/8/17;13:27:04;-3.879.842;-79.269.646;2652.30;79.84;3101.61;1.00;
15/8/17;13:27:06;-3.880.158;-79.269.409;2652.30;79.99;3101.61;1.25;
15/8/17;13:27:08;-3.880.463;-79.269.150;2652.30;78.99;3101.61;1.25;
15/8/17;13:27:10;-3.880.718;-79.268.875;2652.30;74.91;3101.61;0.40;
15/8/17;13:27:12;-3.880.869;-79.268.539;2652.30;73.17;3101.61;0.45;
15/8/17;13:27:14;-3.880.880;-79.268.158;2652.30;76.01;3101.61;2.05;
15/8/17;13:27:16;-3.880.797;-79.267.776;2652.30;79.41;3101.61;2.05;
