FECHA;HORA;LATITUD;LONGITUD;ALTITUD;VELOCIDAD;CONSUMO_TOTAL;CPNSUMO_INSTANTANEO;
15/8/17;12:00:44;-3.459.549;-79.161.835;2283.20;0.17;3091.44;0.85;
15/8/17;12:00:46;-3.459.549;-79.161.835;2283.20;0.17;3091.44;0.85;
15/8/17;12:00:48;-3.459.548;-79.161.835;2283.20;0.33;3091.44;0.85;
15/8/17;12:00:50;-3.459.548;-79.161.835;2283.20;0.00;3091.44;0.85;
15/8/17;12:00:52;-3.459.549;-79.161.835;2283.20;0.09;3091.44;0.85;
15/8/17;12:00:54;-3.459.550;-79.161.835;2283.20;0.13;3091.45;0.75;
15/8/17;12:00:56;-3.459.550;-79.161.835;2283.20;0.06;3091.45;0.75;
15/8/17;12:00:58;-3.459.550;-79.161.835;2283.20;0.20;3091.45;0.75;
15/8/17;12:01:00;-3.459.550;-79.161.835;2283.20;0.11;3091.45;0.80;
15/8/17;12:01:02;-3.459.549;-79.161.835;2279.40;0.11;3091.45;0.80;
15/8/17;12:01:04;-3.459.548;-79.161.835;2279.60;0.11;3091.45;0.80;
15/8/17;12:01:07;-3.459.549;-79.161.827;2279.60;0.22;3091.45;0.80;
15/8/17;12:01:09;-3.459.549;-79.161.827;2279.60;0.09;3091.45;0.80;
15/8/17;12:01:11;-3.459.549;-79.161.827;2279.60;0.11;3091.45;0.80;
15/8/17;12:01:13;-3.459.550;-79.161.827;2279.60;0.02;3091.45;0.70;
15/8/17;12:01:15;-3.459.551;-79.161.827;2279.60;0.11;3091.45;0.00;
15/8/17;12:01:17;-3.459.551;-79.161.827;2279.60;0.19;3091.45;0.00;
15/8/17;12:01:19;-3.459.552;-79.161.827;2279.60;0.24;3091.45;0.00;
15/8/17;12:01:21;-3.459.553;-79.161.827;2279.60;0.07;3091.45;0.00;
15/8/17;12:01:23;-3.459.554;-79.161.827;2279.60;0.04;3091.45;0.80;
15/8/17;12:01:25;-3.459.555;-79.161.827;2279.60;0.19;3091.45;0.85;
15/8/17;12:01:27;-3.459.555;-79.161.827;2279.60;0.04;3091.45;0.85;
15/8/17;12:01:29;-3.459.555;-79.161.827;2279.60;0.06;3091.45;0.85;
15/8/17;12:01:31;-3.459.556;-79.161.827;2279.60;0.07;3091.45;0.75;
15/8/17;12:01:33;-3.459.556;-79.161.827;2280.70;0.07;3091.45;0.70;
15/8/17;12:01:35;-3.459.556;-79.161.827;2280.50;0.07;3091.45;0.70;
15/8/17;12:01:38;-3.459.557;-79.161.835;2280.50;0.20;3091.45;0.70;
15/8/17;12:01:40;-3.459.557;-79.161.835;2280.50;0.07;3091.45;0.70;
15/8/17;12:01:43;-3.459.556;-79.161.835;2279.60;0.39;3091.40;0.85;
15/8/17;12:01:45;-3.459.555;-79.161.835;2279.60;0.24;3091.40;0.00;
15/8/17;12:01:47;-3.459.555;-79.161.842;2279.60;0.13;3091.40;0.00;
15/8/17;12:01:49;-3.459.555;-79.161.842;2279.60;0.31;3091.40;0.00;
15/8/17;12:01:51;-3.459.556;-79.161.842;2279.60;0.04;3091.40;0.00;
15/8/17;12:01:53;-3.459.556;-79.161.842;2279.60;0.02;3091.40;2.70;
15/8/17;12:01:55;-3.459.557;-79.161.842;2279.60;0.04;3091.40;2.70;
15/8/17;12:01:57;-3.459.557;-79.161.842;2279.60;0.13;3091.40;2.70;
15/8/17;12:01:59;-3.459.558;-79.161.842;2279.60;0.11;3091.40;2.65;
15/8/17;12:02:01;-3.459.558;-79.161.842;2279.60;0.06;3091.40;0.80;
15/8/17;12:02:03;-3.459.559;-79.161.842;2279.60;0.11;3091.40;0.80;
15/8/17;12:02:05;-3.459.560;-79.161.842;2282.10;0.11;3091.40;0.80;
15/8/17;12:02:07;-3.459.560;-79.161.842;2282.30;0.11;3091.40;0.80;
15/8/17;12:02:10;-3.459.560;-79.161.842;2282.30;0.09;3091.40;0.85;
15/8/17;12:02:12;-3.459.561;-79.161.842;2282.30;0.06;3091.40;0.85;
15/8/17;12:02:14;-3.459.561;-79.161.842;2282.30;0.09;3091.40;0.85;
15/8/17;12:02:16;-3.459.562;-79.161.842;2282.30;0.11;3091.40;0.85;
15/8/17;12:02:18;-3.459.564;-79.161.842;2282.30;0.35;3091.41;0.75;
15/8/17;12:02:20;-3.459.565;-79.161.842;2282.30;0.06;3091.41;0.75;
15/8/17;12:02:22;-3.459.566;-79.161.842;2282.30;0.15;3091.41;0.75;
15/8/17;12:02:24;-3.459.568;-79.161.842;2282.30;0.04;3091.41;0.80;
15/8/17;12:02:26;-3.459.568;-79.161.842;2282.30;0.22;3091.41;0.80;
15/8/17;12:02:28;-3.459.568;-79.161.842;2282.30;0.04;3091.41;0.80;
15/8/17;12:02:30;-3.459.570;-79.161.842;2282.30;0.15;3091.41;0.80;
15/8/17;12:02:32;-3.459.571;-79.161.842;2282.30;0.19;3091.41;0.85;
15/8/17;12:02:34;-3.459.571;-79.161.842;2282.30;0.15;3091.41;0.85;
15/8/17;12:02:36;-3.459.573;-79.161.842;2282.30;0.11;3091.41;0.85;
15/8/17;12:02:38;-3.459.574;-79.161.842;2282.80;0.11;3091.41;0.80;
15/8/17;12:02:41;-3.459.577;-79.161.842;2282.80;0.04;3091.41;0.80;
15/8/17;12:02:43;-3.459.577;-79.161.842;2282.80;0.09;3091.41;0.80;
15/8/17;12:02:45;-3.459.580;-79.161.842;2282.80;0.06;3091.41;0.80;
15/8/17;12:02:47;-3.459.583;-79.161.850;2282.80;0.17;3091.41;0.80;
15/8/17;12:02:49;-3.459.586;-79.161.850;2282.80;0.30;3091.41;0.80;
15/8/17;12:02:51;-3.459.588;-79.161.850;2282.80;0.06;3091.41;0.85;
15/8/17;12:02:53;-3.459.590;-79.161.850;2282.80;0.15;3091.41;0.85;
15/8/17;12:02:55;-3.459.591;-79.161.858;2282.80;0.04;3091.41;0.85;
15/8/17;12:02:57;-3.459.591;-79.161.858;2282.80;0.02;3091.41;0.80;
15/8/17;12:02:59;-3.459.590;-79.161.858;2282.80;0.04;3091.41;0.80;
15/8/17;12:03:01;-3.459.588;-79.161.858;2282.80;0.07;3091.41;0.80;
15/8/17;12:03:03;-3.459.588;-79.161.858;2282.80;0.35;3091.42;0.80;
15/8/17;12:03:05;-3.459.589;-79.161.858;2282.80;0.07;3091.42;0.80;
15/8/17;12:03:07;-3.459.590;-79.161.858;2282.80;0.04;3091.42;0.80;
15/8/17;12:03:09;-3.459.590;-79.161.858;2289.00;0.04;3091.42;0.85;
15/8/17;12:03:11;-3.459.592;-79.161.858;2288.30;0.04;3091.42;0.85;
15/8/17;12:03:14;-3.459.593;-79.161.858;2288.30;0.02;3091.42;0.85;
15/8/17;12:03:16;-3.459.595;-79.161.858;2288.30;0.22;3091.42;0.80;
15/8/17;12:03:18;-3.459.596;-79.161.858;2288.30;0.11;3091.42;0.80;
15/8/17;12:03:20;-3.459.598;-79.161.858;2288.30;0.06;3091.42;0.80;
15/8/17;12:03:22;-3.459.599;-79.161.865;2288.30;0.09;3091.42;0.80;
15/8/17;12:03:24;-3.459.600;-79.161.865;2288.30;0.11;3091.42;0.80;
15/8/17;12:03:26;-3.459.601;-79.161.865;2288.30;0.04;3091.42;0.80;
15/8/17;12:03:28;-3.459.603;-79.161.865;2288.30;0.30;3091.42;0.80;
15/8/17;12:03:30;-3.459.602;-79.161.865;2288.30;0.07;3091.42;0.80;
15/8/17;12:03:32;-3.459.600;-79.161.865;2288.30;0.28;3091.42;0.85;
15/8/17;12:03:34;-3.459.599;-79.161.865;2288.30;0.07;3091.42;0.85;
15/8/17;12:03:36;-3.459.598;-79.161.865;2288.30;0.11;3091.42;0.85;
15/8/17;12:03:38;-3.459.598;-79.161.865;2288.30;0.15;3091.42;0.85;
15/8/17;12:03:40;-3.459.597;-79.161.873;2288.30;0.13;3091.42;0.85;
15/8/17;12:03:42;-3.459.596;-79.161.873;2279.80;0.13;3091.43;0.80;
15/8/17;12:03:44;-3.459.595;-79.161.873;2279.60;0.13;3091.43;0.80;
15/8/17;12:03:47;-3.459.594;-79.161.873;2279.60;0.17;3091.43;0.80;
15/8/17;12:03:49;-3.459.594;-79.161.873;2279.60;0.24;3091.43;0.80;
15/8/17;12:03:51;-3.459.595;-79.161.873;2279.60;0.50;3091.43;0.80;
15/8/17;12:03:53;-3.459.595;-79.161.873;2279.60;0.07;3091.43;0.85;
15/8/17;12:03:55;-3.459.595;-79.161.873;2279.60;0.04;3091.43;0.85;
15/8/17;12:03:57;-3.459.595;-79.161.873;2279.60;0.17;3091.43;0.85;
15/8/17;12:03:59;-3.459.592;-79.161.873;2279.60;0.09;3091.43;0.85;
15/8/17;12:04:01;-3.459.590;-79.161.873;2279.60;0.11;3091.43;0.80;
15/8/17;12:04:03;-3.459.589;-79.161.873;2279.60;0.33;3091.43;0.80;
15/8/17;12:04:05;-3.459.588;-79.161.873;2279.60;0.56;3091.43;0.80;
15/8/17;12:04:07;-3.459.586;-79.161.873;2279.60;0.44;3091.43;0.80;
15/8/17;12:04:09;-3.459.586;-79.161.873;2279.60;0.35;3091.43;0.80;
15/8/17;12:04:11;-3.459.586;-79.161.873;2279.60;0.19;3091.43;0.85;
15/8/17;12:04:13;-3.459.586;-79.161.873;2279.60;0.26;3091.43;0.85;
15/8/17;12:04:15;-3.459.586;-79.161.873;2276.50;0.26;3091.43;0.85;
15/8/17;12:04:18;-3.459.587;-79.161.873;2276.50;0.11;3091.43;0.85;
15/8/17;12:04:20;-3.459.585;-79.161.873;2276.50;0.24;3091.43;0.85;
15/8/17;12:04:22;-3.459.583;-79.161.865;2276.50;0.19;3091.43;0.80;
15/8/17;12:04:24;-3.459.582;-79.161.865;2276.50;0.24;3091.43;0.80;
15/8/17;12:04:26;-3.459.582;-79.161.865;2276.50;0.15;3091.44;0.80;
15/8/17;12:04:28;-3.459.582;-79.161.865;2276.50;0.17;3091.44;0.80;
15/8/17;12:04:30;-3.459.583;-79.161.865;2276.50;0.07;3091.44;0.80;
15/8/17;12:04:32;-3.459.585;-79.161.865;2276.50;0.13;3091.44;0.80;
15/8/17;12:04:34;-3.459.586;-79.161.865;2276.50;0.04;3091.44;0.85;
15/8/17;12:04:36;-3.459.587;-79.161.865;2276.50;0.06;3091.44;0.85;
15/8/17;12:04:38;-3.459.589;-79.161.858;2276.50;0.11;3091.44;0.85;
15/8/17;12:04:40;-3.459.590;-79.161.858;2276.50;0.19;3091.44;0.80;
15/8/17;12:04:42;-3.459.591;-79.161.858;2276.50;0.43;3091.44;0.80;
15/8/17;12:04:44;-3.459.592;-79.161.858;2276.50;0.04;3091.44;0.80;
15/8/17;12:04:46;-3.459.591;-79.161.858;2278.40;0.04;3091.44;0.80;
15/8/17;12:04:48;-3.459.591;-79.161.858;2278.40;0.04;3091.44;0.80;
15/8/17;12:04:51;-3.459.590;-79.161.858;2278.40;0.06;3091.44;0.80;
15/8/17;12:04:53;-3.459.590;-79.161.858;2278.40;0.02;3091.44;0.85;
15/8/17;12:04:55;-3.459.589;-79.161.858;2278.40;0.06;3091.44;0.85;
15/8/17;12:04:57;-3.459.590;-79.161.858;2278.40;0.17;3091.44;0.85;
15/8/17;12:04:59;-3.459.591;-79.161.858;2278.40;0.15;3091.44;0.85;
15/8/17;12:05:01;-3.459.593;-79.161.858;2278.40;0.09;3091.44;0.85;
15/8/17;12:05:03;-3.459.595;-79.161.858;2278.40;0.07;3091.44;0.85;
15/8/17;12:05:05;-3.459.595;-79.161.858;2278.40;0.07;3091.45;0.80;
15/8/17;12:05:07;-3.459.595;-79.161.858;2278.40;0.15;3091.45;0.80;
15/8/17;12:05:09;-3.459.613;-79.161.858;2278.40;7.35;3091.45;2.25;
15/8/17;12:05:11;-3.459.656;-79.161.873;2278.40;10.56;3091.45;2.25;
15/8/17;12:05:13;-3.459.687;-79.161.896;2278.40;6.07;3091.45;2.25;
15/8/17;12:05:15;-3.459.695;-79.161.911;2278.40;6.19;3091.45;1.95;
15/8/17;12:05:17;-3.459.731;-79.161.934;2278.90;6.19;3091.45;1.95;
15/8/17;12:05:19;-3.459.815;-79.161.949;2278.90;6.19;3091.45;1.95;
15/8/17;12:05:22;-3.459.996;-79.161.934;2278.90;28.00;3091.45;7.40;
15/8/17;12:05:24;-3.460.159;-79.161.911;2278.90;36.30;3091.45;14.10;
15/8/17;12:05:26;-3.460.345;-79.161.903;2278.90;38.52;3091.46;15.65;
15/8/17;12:05:28;-3.460.549;-79.161.888;2278.90;42.17;3091.47;10.95;
15/8/17;12:05:30;-3.460.773;-79.161.880;2278.90;46.23;3091.47;10.90;
15/8/17;12:05:32;-3.461.021;-79.161.858;2278.90;51.73;3091.48;14.75;
15/8/17;12:05:34;-3.461.287;-79.161.819;2278.90;53.58;3091.49;16.55;
15/8/17;12:05:36;-3.461.558;-79.161.758;2278.90;56.02;3091.50;6.65;
15/8/17;12:05:38;-3.461.837;-79.161.682;2278.90;58.80;3091.50;12.70;
15/8/17;12:05:40;-3.462.120;-79.161.568;2278.90;61.56;3091.51;13.35;
15/8/17;12:05:42;-3.462.408;-79.161.438;2278.90;64.62;3091.52;14.25;
15/8/17;12:05:44;-3.462.705;-79.161.285;2278.90;67.51;3091.53;13.70;
15/8/17;12:05:46;-3.463.013;-79.161.125;2278.90;69.60;3091.54;13.40;
15/8/17;12:05:48;-3.463.328;-79.160.973;2285.70;69.60;3091.54;12.05;
15/8/17;12:05:50;-3.463.648;-79.160.805;2286.60;69.60;3091.55;12.20;
15/8/17;12:05:53;-3.464.140;-79.160.561;2286.60;74.02;3091.56;12.35;
15/8/17;12:05:55;-3.464.473;-79.160.400;2286.60;74.52;3091.56;12.45;
15/8/17;12:05:57;-3.464.807;-79.160.233;2286.60;74.19;3091.57;8.50;
15/8/17;12:05:59;-3.465.139;-79.160.065;2286.60;74.21;3091.57;8.50;
15/8/17;12:06:01;-3.465.469;-79.159.897;2286.60;73.14;3091.57;9.25;
15/8/17;12:06:03;-3.465.793;-79.159.737;2286.60;71.47;3091.58;7.75;
15/8/17;12:06:05;-3.466.112;-79.159.576;2286.60;71.04;3091.58;5.25;
15/8/17;12:06:07;-3.466.426;-79.159.424;2286.60;68.71;3091.58;4.10;
15/8/17;12:06:09;-3.466.726;-79.159.264;2286.60;65.84;3091.58;2.40;
15/8/17;12:06:11;-3.467.015;-79.159.126;2286.60;62.78;3091.58;2.40;
15/8/17;12:06:13;-3.467.306;-79.159.027;2286.60;61.26;3091.58;0.60;
15/8/17;12:06:15;-3.467.610;-79.158.989;2286.60;60.99;3091.59;4.30;
15/8/17;12:06:17;-3.467.908;-79.159.042;2286.60;59.39;3091.59;4.30;
15/8/17;12:06:19;-3.468.177;-79.159.164;2291.50;59.39;3091.59;2.80;
15/8/17;12:06:21;-3.468.406;-79.159.363;2291.50;59.39;3091.59;6.60;
15/8/17;12:06:24;-3.468.700;-79.159.729;2291.50;64.80;3091.60;9.05;
15/8/17;12:06:26;-3.468.933;-79.159.958;2291.50;65.80;3091.60;8.45;
15/8/17;12:06:28;-3.469.214;-79.160.126;2291.50;67.02;3091.60;8.45;
15/8/17;12:06:30;-3.469.535;-79.160.240;2291.50;67.99;3091.61;1.10;
15/8/17;12:06:32;-3.469.879;-79.160.278;2291.50;69.82;3091.61;1.15;
15/8/17;12:06:34;-3.470.224;-79.160.240;2291.50;69.47;3091.61;1.15;
15/8/17;12:06:36;-3.470.557;-79.160.126;2291.50;71.38;3091.61;0.25;
15/8/17;12:06:38;-3.470.855;-79.159.920;2291.50;72.99;3091.61;0.25;
15/8/17;12:06:40;-3.471.104;-79.159.637;2291.50;74.64;3091.61;0.30;
15/8/17;12:06:42;-3.471.331;-79.159.348;2291.50;75.30;3091.61;0.20;
15/8/17;12:06:44;-3.471.564;-79.159.042;2291.50;75.52;3091.61;0.20;
15/8/17;12:06:46;-3.471.836;-79.158.783;2263.00;75.52;3091.61;0.30;
15/8/17;12:06:48;-3.472.172;-79.158.585;2258.80;75.52;3091.61;0.25;
15/8/17;12:06:51;-3.472.726;-79.158.386;2258.80;78.78;3091.61;0.25;
15/8/17;12:06:53;-3.473.099;-79.158.272;2258.80;77.30;3091.61;0.35;
15/8/17;12:06:55;-3.473.454;-79.158.203;2258.80;68.28;3091.61;0.25;
15/8/17;12:06:57;-3.473.774;-79.158.226;2258.80;61.47;3091.61;0.15;
15/8/17;12:06:59;-3.474.032;-79.158.363;2258.80;55.25;3091.61;0.15;
15/8/17;12:07:01;-3.474.188;-79.158.562;2258.80;50.13;3091.61;0.60;
15/8/17;12:07:03;-3.474.243;-79.158.813;2258.80;51.71;3091.61;0.10;
15/8/17;12:07:05;-3.474.202;-79.159.073;2258.80;52.02;3091.61;0.10;
15/8/17;12:07:07;-3.474.049;-79.159.309;2258.80;56.84;3091.61;0.00;
15/8/17;12:07:09;-3.473.836;-79.159.515;2258.80;57.39;3091.61;13.45;
15/8/17;12:07:11;-3.473.612;-79.159.706;2258.80;58.04;3091.62;13.75;
15/8/17;12:07:13;-3.473.386;-79.159.889;2258.80;57.45;3091.62;13.80;
15/8/17;12:07:15;-3.473.168;-79.160.072;2258.80;56.80;3091.63;13.00;
15/8/17;12:07:17;-3.472.956;-79.160.255;2252.20;56.80;3091.64;12.80;
15/8/17;12:07:19;-3.472.765;-79.160.454;2254.40;56.80;3091.65;12.05;
15/8/17;12:07:22;-3.472.559;-79.160.797;2254.40;52.41;3091.66;11.60;
15/8/17;12:07:24;-3.472.468;-79.161.034;2254.40;48.63;3091.66;8.05;
15/8/17;12:07:26;-3.472.386;-79.161.263;2254.40;49.37;3091.67;11.65;
15/8/17;12:07:28;-3.472.302;-79.161.499;2254.40;49.71;3091.68;14.10;
15/8/17;12:07:30;-3.472.215;-79.161.728;2254.40;50.23;3091.68;13.75;
15/8/17;12:07:32;-3.472.128;-79.161.964;2254.40;51.12;3091.69;14.35;
15/8/17;12:07:34;-3.472.040;-79.162.209;2254.40;51.62;3091.70;13.95;
15/8/17;12:07:36;-3.471.955;-79.162.453;2254.40;52.30;3091.71;15.45;
15/8/17;12:07:38;-3.471.887;-79.162.712;2254.40;53.26;3091.72;15.55;
15/8/17;12:07:40;-3.471.869;-79.162.987;2254.40;54.30;3091.73;15.35;
15/8/17;12:07:42;-3.471.927;-79.163.246;2254.40;54.30;3091.74;14.65;
15/8/17;12:07:44;-3.472.054;-79.163.490;2254.40;54.32;3091.74;13.95;
15/8/17;12:07:46;-3.472.224;-79.163.704;2254.40;54.54;3091.75;13.50;
15/8/17;12:07:48;-3.472.414;-79.163.902;2286.80;54.54;3091.76;12.10;
15/8/17;12:07:50;-3.472.600;-79.164.101;2288.90;54.54;3091.76;12.35;
15/8/17;12:07:53;-3.472.839;-79.164.421;2288.90;52.65;3091.77;12.50;
15/8/17;12:07:55;-3.472.937;-79.164.673;2288.90;52.63;3091.78;13.50;
15/8/17;12:07:57;-3.472.978;-79.164.932;2288.90;52.80;3091.79;13.40;
15/8/17;12:07:59;-3.472.985;-79.165.199;2288.90;53.19;3091.79;14.75;
15/8/17;12:08:01;-3.472.987;-79.165.466;2288.90;53.34;3091.80;14.10;
15/8/17;12:08:03;-3.472.994;-79.165.726;2288.90;53.54;3091.81;15.05;
15/8/17;12:08:05;-3.473.042;-79.166.000;2288.90;53.97;3091.82;14.95;
15/8/17;12:08:07;-3.473.157;-79.166.245;2288.90;55.00;3091.83;16.60;
15/8/17;12:08:09;-3.473.343;-79.166.451;2288.90;56.10;3091.84;16.70;
15/8/17;12:08:11;-3.473.574;-79.166.626;2288.90;57.82;3091.85;19.45;
15/8/17;12:08:13;-3.473.823;-79.166.786;2288.90;58.49;3091.86;20.10;
15/8/17;12:08:15;-3.474.064;-79.166.939;2288.90;56.62;3091.87;6.60;
15/8/17;12:08:17;-3.474.300;-79.167.099;2288.90;56.15;3091.87;13.00;
15/8/17;12:08:19;-3.474.534;-79.167.252;2320.10;56.15;3091.88;12.30;
15/8/17;12:08:21;-3.474.769;-79.167.412;2321.30;56.15;3091.89;12.50;
15/8/17;12:08:24;-3.475.121;-79.167.641;2321.30;56.04;3091.90;12.70;
15/8/17;12:08:26;-3.475.347;-79.167.816;2321.30;56.23;3091.90;12.65;
15/8/17;12:08:28;-3.475.554;-79.168.007;2321.30;56.67;3091.91;13.00;
15/8/17;12:08:30;-3.475.743;-79.168.221;2321.30;56.99;3091.92;12.85;
15/8/17;12:08:32;-3.475.921;-79.168.442;2321.30;56.97;3091.93;13.20;
15/8/17;12:08:34;-3.476.099;-79.168.671;2321.30;57.73;3091.94;13.10;
15/8/17;12:08:36;-3.476.278;-79.168.900;2321.30;57.69;3091.94;13.30;
15/8/17;12:08:38;-3.476.464;-79.169.121;2321.30;57.89;3091.95;13.40;
15/8/17;12:08:38;-3.476.668;-79.169.327;2321.30;58.08;3091.95;13.60;
15/8/17;12:08:40;-3.476.898;-79.169.502;2321.30;58.28;3091.96;13.25;
15/8/17;12:08:42;-3.477.153;-79.169.647;2321.30;58.60;3091.97;13.65;
15/8/17;12:08:44;-3.477.430;-79.169.754;2321.30;59.17;3091.98;13.75;
15/8/17;12:08:46;-3.477.718;-79.169.830;2321.30;59.91;3091.99;13.70;
15/8/17;12:08:48;-3.478.016;-79.169.914;2349.10;59.91;3092.00;13.90;
15/8/17;12:08:50;-3.478.322;-79.169.991;2350.30;59.91;3092.00;13.85;
15/8/17;12:08:53;-3.478.796;-79.170.120;2350.30;66.10;3092.01;14.10;
15/8/17;12:08:55;-3.479.121;-79.170.212;2350.30;67.75;3092.02;13.75;
15/8/17;12:08:57;-3.479.454;-79.170.303;2350.30;69.02;3092.03;14.45;
15/8/17;12:08:59;-3.479.791;-79.170.395;2350.30;69.49;3092.04;16.45;
15/8/17;12:09:01;-3.480.132;-79.170.486;2350.30;70.25;3092.05;16.00;
15/8/17;12:09:03;-3.480.472;-79.170.586;2350.30;69.73;3092.06;16.05;
15/8/17;12:09:05;-3.480.808;-79.170.670;2350.30;68.95;3092.07;16.15;
15/8/17;12:09:07;-3.481.139;-79.170.769;2350.30;67.62;3092.08;15.50;
15/8/17;12:09:09;-3.481.467;-79.170.837;2350.30;66.36;3092.09;15.55;
15/8/17;12:09:11;-3.481.795;-79.170.883;2350.30;65.32;3092.09;15.60;
15/8/17;12:09:13;-3.482.119;-79.170.883;2350.30;64.08;3092.10;16.10;
15/8/17;12:09:15;-3.482.435;-79.170.837;2350.30;62.80;3092.11;15.40;
15/8/17;12:09:17;-3.482.738;-79.170.769;2350.30;61.86;3092.12;14.95;
15/8/17;12:09:19;-3.483.029;-79.170.662;2384.30;61.86;3092.13;14.80;
15/8/17;12:09:21;-3.483.311;-79.170.563;2386.90;61.86;3092.13;13.80;
15/8/17;12:09:24;-3.483.720;-79.170.410;2386.90;57.43;3092.14;13.75;
15/8/17;12:09:26;-3.483.986;-79.170.311;2386.90;55.93;3092.15;13.15;
15/8/17;12:09:28;-3.484.245;-79.170.219;2386.90;54.30;3092.16;12.20;
15/8/17;12:09:30;-3.484.492;-79.170.128;2386.90;51.86;3092.17;11.50;
15/8/17;12:09:32;-3.484.727;-79.170.036;2386.90;49.73;3092.17;9.05;
15/8/17;12:09:34;-3.484.961;-79.169.952;2386.90;50.15;3092.18;14.75;
15/8/17;12:09:36;-3.485.197;-79.169.861;2386.90;50.41;3092.19;13.30;
15/8/17;12:09:38;-3.485.434;-79.169.777;2386.90;50.19;3092.19;12.95;
15/8/17;12:09:40;-3.485.669;-79.169.685;2386.90;49.67;3092.20;12.10;
15/8/17;12:09:42;-3.485.901;-79.169.609;2386.90;49.12;3092.21;12.45;
15/8/17;12:09:44;-3.486.130;-79.169.518;2386.90;48.80;3092.21;12.00;
15/8/17;12:09:46;-3.486.360;-79.169.441;2386.90;48.56;3092.22;13.10;
15/8/17;12:09:48;-3.486.589;-79.169.350;2386.90;48.49;3092.23;12.45;
15/8/17;12:09:50;-3.486.817;-79.169.266;2420.80;48.49;3092.24;12.25;
15/8/17;12:09:52;-3.487.043;-79.169.182;2423.20;48.49;3092.24;12.25;
15/8/17;12:09:55;-3.487.386;-79.169.060;2423.20;48.84;3092.25;13.20;
15/8/17;12:09:57;-3.487.618;-79.168.968;2423.20;48.93;3092.26;13.05;
15/8/17;12:09:59;-3.487.848;-79.168.884;2423.20;48.80;3092.27;12.30;
15/8/17;12:10:01;-3.488.076;-79.168.800;2423.20;48.43;3092.28;12.70;
15/8/17;12:10:03;-3.488.303;-79.168.709;2423.20;48.19;3092.28;12.85;
15/8/17;12:10:05;-3.488.525;-79.168.625;2423.20;48.34;3092.29;12.60;
15/8/17;12:10:07;-3.488.735;-79.168.495;2423.20;48.39;3092.30;13.15;
15/8/17;12:10:09;-3.488.928;-79.168.350;2423.20;48.58;3092.30;13.70;
15/8/17;12:10:11;-3.489.102;-79.168.175;2423.20;48.97;3092.31;13.45;
15/8/17;12:10:13;-3.489.255;-79.167.984;2423.20;49.26;3092.32;13.25;
15/8/17;12:10:15;-3.489.382;-79.167.778;2423.20;49.52;3092.32;13.35;
15/8/17;12:10:17;-3.489.481;-79.167.542;2423.20;49.49;3092.33;13.90;
15/8/17;12:10:19;-3.489.545;-79.167.305;2423.20;49.97;3092.34;13.70;
15/8/17;12:10:21;-3.489.574;-79.167.053;2456.30;49.97;3092.35;15.35;
15/8/17;12:10:23;-3.489.579;-79.166.794;2457.50;49.97;3092.36;16.40;
15/8/17;12:10:26;-3.489.554;-79.166.367;2457.50;57.91;3092.37;18.70;
15/8/17;12:10:28;-3.489.537;-79.166.084;2457.50;55.62;3092.38;19.25;
15/8/17;12:10:30;-3.489.527;-79.165.810;2457.50;56.39;3092.38;12.10;
15/8/17;12:10:32;-3.489.515;-79.165.527;2457.50;56.45;3092.39;12.45;
15/8/17;12:10:34;-3.489.495;-79.165.237;2457.50;57.54;3092.40;12.95;
15/8/17;12:10:36;-3.489.475;-79.164.948;2457.50;57.86;3092.40;13.15;
15/8/17;12:10:38;-3.489.458;-79.164.658;2457.50;58.25;3092.41;13.45;
15/8/17;12:10:40;-3.489.453;-79.164.360;2457.50;59.49;3092.42;13.65;
15/8/17;12:10:42;-3.489.478;-79.164.055;2457.50;59.76;3092.43;13.90;
15/8/17;12:10:44;-3.489.544;-79.163.765;2457.50;58.84;3092.44;13.95;
15/8/17;12:10:46;-3.489.648;-79.163.506;2457.50;57.76;3092.45;13.30;
15/8/17;12:10:48;-3.489.779;-79.163.246;2457.50;56.47;3092.46;13.30;
15/8/17;12:10:50;-3.489.939;-79.163.017;2457.50;54.76;3092.46;12.80;
15/8/17;12:10:52;-3.490.122;-79.162.819;2486.60;54.76;3092.47;12.15;
15/8/17;12:10:54;-3.490.325;-79.162.659;2488.90;54.76;3092.48;10.95;
15/8/17;12:10:57;-3.490.633;-79.162.453;2488.90;47.82;3092.48;10.95;
15/8/17;12:10:59;-3.490.843;-79.162.331;2488.90;49.10;3092.49;16.00;
15/8/17;12:11:01;-3.491.058;-79.162.201;2488.90;50.65;3092.50;16.85;
15/8/17;12:11:03;-3.491.281;-79.162.064;2488.90;52.74;3092.51;16.60;
15/8/17;12:11:03;0.550000;0.6166672;288.00;52.74;3092.51;18.70;
15/8/17;12:11:07;-3.491.779;-79.161.842;288.00;55.95;3092.53;18.20;
15/8/17;12:11:09;-3.492.064;-79.161.789;288.00;58.04;3092.53;18.40;
15/8/17;12:11:11;-3.492.360;-79.161.789;288.00;58.30;3092.55;21.40;
15/8/17;12:11:13;-3.492.647;-79.161.835;288.00;58.12;3092.56;13.25;
15/8/17;12:11:15;-3.492.930;-79.161.926;288.00;59.32;3092.56;13.00;
15/8/17;12:11:17;-3.493.210;-79.162.033;288.00;59.67;3092.57;14.20;
15/8/17;12:11:19;-3.493.494;-79.162.148;288.00;60.71;3092.58;14.35;
