secuencia,fecha,hora,latitud,l,longitud,altitud
15317,05/06/2012,07:58:23,19.3768,99.257816,-99.257816,2509.287598
15318,05/06/2012,07:58:24,19.376689,99.258023,-99.258023,2510.395508
15319,05/06/2012,07:58:25,19.376585,99.258226,-99.258226,2511.323975
15320,05/06/2012,07:58:26,19.376483,99.258419,-99.258419,2512.868896
15321,05/06/2012,07:58:27,19.376388,99.258607,-99.258607,2514.62207
15322,05/06/2012,07:58:28,19.376291,99.258794,-99.258794,2515.654297
15323,05/06/2012,07:58:29,19.376189,99.258979,-99.258979,2516.421631
15324,05/06/2012,07:58:30,19.376086,99.259159,-99.259159,2517.578369
15325,05/06/2012,07:58:31,19.375979,99.25933,-99.25933,2519.079102
15326,05/06/2012,07:58:32,19.375867,99.259498,-99.259498,2520.533936
15327,05/06/2012,07:58:33,19.375749,99.259666,-99.259666,2522.119873
15328,05/06/2012,07:58:34,19.375633,99.25983,-99.25983,2523.981445
15329,05/06/2012,07:58:35,19.375517,99.259991,-99.259991,2525.301758
15330,05/06/2012,07:58:36,19.375397,99.260151,-99.260151,2527.031006
15331,05/06/2012,07:58:37,19.375279,99.260315,-99.260315,2528.360107
15332,05/06/2012,07:58:38,19.375157,99.260478,-99.260478,2529.372314
15333,05/06/2012,07:58:39,19.375034,99.260642,-99.260642,2531.130859
15334,05/06/2012,07:58:40,19.374911,99.260811,-99.260811,2531.327148
15335,05/06/2012,07:58:41,19.374796,99.260981,-99.260981,2531.758057
15336,05/06/2012,07:58:42,19.374689,99.261157,-99.261157,2533.3479
15337,05/06/2012,07:58:43,19.374597,99.261337,-99.261337,2534.455078
15338,05/06/2012,07:58:44,19.374522,99.26153,-99.26153,2534.703125
15339,05/06/2012,07:58:45,19.374453,99.261731,-99.261731,2535.2854
15340,05/06/2012,07:58:46,19.374387,99.261933,-99.261933,2536.099609
15341,05/06/2012,07:58:47,19.37432,99.262133,-99.262133,2537.457764
15342,05/06/2012,07:58:48,19.374244,99.262328,-99.262328,2538.766113
15343,05/06/2012,07:58:49,19.374158,99.262523,-99.262523,2540.355713
15344,05/06/2012,07:58:50,19.374067,99.26271,-99.26271,2541.74292
15345,05/06/2012,07:58:51,19.373969,99.262891,-99.262891,2543.841553
15346,05/06/2012,07:58:52,19.373871,99.26307,-99.26307,2545.43457
15347,05/06/2012,07:58:53,19.373766,99.263243,-99.263243,2547.313477
15348,05/06/2012,07:58:54,19.373653,99.263404,-99.263404,2549.453857
15349,05/06/2012,07:58:55,19.373534,99.263563,-99.263563,2550.076416
15350,05/06/2012,07:58:56,19.373413,99.263721,-99.263721,2551.296387
15351,05/06/2012,07:58:57,19.373293,99.26388,-99.26388,2553.217529
15352,05/06/2012,07:58:58,19.373172,99.26404,-99.26404,2554.944336
15353,05/06/2012,07:58:59,19.373054,99.264187,-99.264187,2556.209229
15354,05/06/2012,07:59:00,19.372922,99.264335,-99.264335,2556.585449
15355,05/06/2012,07:59:01,19.372786,99.264479,-99.264479,2557.402832
15356,05/06/2012,07:59:02,19.372642,99.264619,-99.264619,2557.819824
15357,05/06/2012,07:59:03,19.372498,99.26475,-99.26475,2558.720947
15358,05/06/2012,07:59:04,19.372338,99.264875,-99.264875,2559.98999
15359,05/06/2012,07:59:05,19.37217,99.264992,-99.264992,2561.542725
15360,05/06/2012,07:59:06,19.371992,99.265089,-99.265089,2562.286621
15361,05/06/2012,07:59:07,19.37181,99.265183,-99.265183,2562.649902
15362,05/06/2012,07:59:08,19.37162,99.265276,-99.265276,2563.502441
15363,05/06/2012,07:59:09,19.371423,99.265359,-99.265359,2564.441162
15364,05/06/2012,07:59:10,19.37122,99.265438,-99.265438,2565.225098
15365,05/06/2012,07:59:11,19.371017,99.265523,-99.265523,2565.853271
15366,05/06/2012,07:59:12,19.370811,99.265611,-99.265611,2565.489502
15367,05/06/2012,07:59:13,19.370607,99.265694,-99.265694,2565.892822
15368,05/06/2012,07:59:14,19.370401,99.265775,-99.265775,2567.658203
15369,05/06/2012,07:59:15,19.370192,99.265862,-99.265862,2568.45752
15370,05/06/2012,07:59:16,19.369981,99.265955,-99.265955,2569.492432
15371,05/06/2012,07:59:17,19.369772,99.266042,-99.266042,2570.411377
15372,05/06/2012,07:59:18,19.369566,99.266126,-99.266126,2572.152588
15373,05/06/2012,07:59:19,19.369362,99.266203,-99.266203,2573.608887
15374,05/06/2012,07:59:20,19.369159,99.266283,-99.266283,2574.826416
15375,05/06/2012,07:59:21,19.368956,99.266369,-99.266369,2576.121094
15376,05/06/2012,07:59:22,19.368757,99.266453,-99.266453,2577.436768
15377,05/06/2012,07:59:23,19.368559,99.266543,-99.266543,2578.41333
15378,05/06/2012,07:59:24,19.36836,99.266626,-99.266626,2579.293457
15379,05/06/2012,07:59:25,19.368156,99.266692,-99.266692,2579.529785
15380,05/06/2012,07:59:26,19.367951,99.26675,-99.26675,2579.92334
15381,05/06/2012,07:59:27,19.367746,99.266801,-99.266801,2580.780518
15382,05/06/2012,07:59:28,19.367537,99.266839,-99.266839,2581.027588
15383,05/06/2012,07:59:29,19.36733,99.266865,-99.266865,2581.382813
15384,05/06/2012,07:59:30,19.367123,99.266869,-99.266869,2581.640137
15385,05/06/2012,07:59:31,19.366912,99.266863,-99.266863,2581.817627
15386,05/06/2012,07:59:32,19.366697,99.266847,-99.266847,2582.277588
15387,05/06/2012,07:59:33,19.36648,99.266814,-99.266814,2582.757813
15388,05/06/2012,07:59:34,19.366266,99.26678,-99.26678,2583.431396
15389,05/06/2012,07:59:35,19.366049,99.266745,-99.266745,2584.156006
15390,05/06/2012,07:59:36,19.365832,99.266708,-99.266708,2584.71582
15391,05/06/2012,07:59:37,19.365613,99.266669,-99.266669,2585.557617
15392,05/06/2012,07:59:38,19.365389,99.266627,-99.266627,2586.241699
15393,05/06/2012,07:59:39,19.365168,99.266586,-99.266586,2586.429443
15394,05/06/2012,07:59:40,19.364955,99.266559,-99.266559,2587.708008
15395,05/06/2012,07:59:41,19.36473,99.266547,-99.266547,2589.243896
15396,05/06/2012,07:59:42,19.364511,99.266564,-99.266564,2589.841553
15397,05/06/2012,07:59:43,19.364289,99.266614,-99.266614,2590.851074
15398,05/06/2012,07:59:44,19.364075,99.266684,-99.266684,2591.988525
15399,05/06/2012,07:59:45,19.363868,99.266773,-99.266773,2593.073486
15400,05/06/2012,07:59:46,19.363672,99.266885,-99.266885,2594.159668
15401,05/06/2012,07:59:47,19.363487,99.267016,-99.267016,2594.909424
15402,05/06/2012,07:59:48,19.363325,99.267171,-99.267171,2595.984863
15403,05/06/2012,07:59:49,19.363189,99.267342,-99.267342,2597.584961
15404,05/06/2012,07:59:50,19.363055,99.267537,-99.267537,2599.133789
15405,05/06/2012,07:59:51,19.36293,99.267739,-99.267739,2600.592773
15406,05/06/2012,07:59:52,19.362807,99.267942,-99.267942,2601.054688
15407,05/06/2012,07:59:53,19.362685,99.268146,-99.268146,2601.451416
15408,05/06/2012,07:59:54,19.362567,99.26835,-99.26835,2602.795898
15409,05/06/2012,07:59:55,19.362448,99.26856,-99.26856,2604.006104
15410,05/06/2012,07:59:56,19.362324,99.26876,-99.26876,2605.439697
15411,05/06/2012,07:59:57,19.3622,99.268966,-99.268966,2605.981201
15412,05/06/2012,07:59:58,19.362078,99.269177,-99.269177,2606.717529
15413,05/06/2012,07:59:59,19.361953,99.269386,-99.269386,2607.51123
15414,05/06/2012,08:00:00,19.361828,99.269593,-99.269593,2608.770264
15415,05/06/2012,08:00:01,19.361702,99.269801,-99.269801,2609.715088
15416,05/06/2012,08:00:02,19.361575,99.27002,-99.27002,2610.333984
15417,05/06/2012,08:00:03,19.361448,99.270233,-99.270233,2611.240967
15418,05/06/2012,08:00:04,19.361323,99.270445,-99.270445,2612.043701
15419,05/06/2012,08:00:05,19.361197,99.27066,-99.27066,2613.352539
15420,05/06/2012,08:00:06,19.361067,99.270877,-99.270877,2613.268311
15421,05/06/2012,08:00:07,19.360941,99.271091,-99.271091,2614.195557
15422,05/06/2012,08:00:08,19.360814,99.271312,-99.271312,2615.332031
15423,05/06/2012,08:00:09,19.360686,99.271531,-99.271531,2616.085693
15424,05/06/2012,08:00:10,19.360553,99.271756,-99.271756,2616.788086
15425,05/06/2012,08:00:11,19.36042,99.271983,-99.271983,2617.129639
15426,05/06/2012,08:00:12,19.360283,99.272206,-99.272206,2617.47583
15427,05/06/2012,08:00:13,19.360149,99.27243,-99.27243,2618.637939
15428,05/06/2012,08:00:14,19.360014,99.272656,-99.272656,2619.509521
15429,05/06/2012,08:00:15,19.359878,99.272888,-99.272888,2621.90918
15430,05/06/2012,08:00:16,19.359744,99.273113,-99.273113,2623.138184
15431,05/06/2012,08:00:17,19.359611,99.273336,-99.273336,2624.350586
15432,05/06/2012,08:00:18,19.359477,99.273556,-99.273556,2624.380859
15433,05/06/2012,08:00:19,19.359338,99.273778,-99.273778,2624.281494
15434,05/06/2012,08:00:20,19.359199,99.274003,-99.274003,2625.597412
15435,05/06/2012,08:00:21,19.359064,99.274228,-99.274228,2627.034668
15436,05/06/2012,08:00:22,19.358928,99.274454,-99.274454,2628.09668
15437,05/06/2012,08:00:23,19.358789,99.274675,-99.274675,2629.023193
15438,05/06/2012,08:00:24,19.35865,99.274899,-99.274899,2630.458984
15439,05/06/2012,08:00:25,19.358514,99.275126,-99.275126,2632.757568
15440,05/06/2012,08:00:26,19.358376,99.27535,-99.27535,2634.150391
15441,05/06/2012,08:00:27,19.358234,99.275573,-99.275573,2635.305664
15442,05/06/2012,08:00:28,19.35809,99.275793,-99.275793,2636.458496
15443,05/06/2012,08:00:29,19.357945,99.276009,-99.276009,2637.600586
15444,05/06/2012,08:00:30,19.357793,99.276227,-99.276227,2639.854492
15445,05/06/2012,08:00:31,19.357633,99.276433,-99.276433,2641.249756
15446,05/06/2012,08:00:32,19.357467,99.276642,-99.276642,2643.689941
15447,05/06/2012,08:00:33,19.357292,99.276841,-99.276841,2645.449463
15448,05/06/2012,08:00:34,19.357112,99.277028,-99.277028,2646.821777
15449,05/06/2012,08:00:35,19.356927,99.277208,-99.277208,2647.840088
15450,05/06/2012,08:00:36,19.356735,99.277381,-99.277381,2649.344482
15451,05/06/2012,08:00:37,19.356538,99.277548,-99.277548,2650.44873
15452,05/06/2012,08:00:38,19.356337,99.277706,-99.277706,2650.638672
15453,05/06/2012,08:00:39,19.356138,99.277877,-99.277877,2652.420898
15454,05/06/2012,08:00:40,19.355938,99.278042,-99.278042,2653.09375
15455,05/06/2012,08:00:41,19.355742,99.278197,-99.278197,2652.687012
15456,05/06/2012,08:00:42,19.355541,99.278354,-99.278354,2652.352295
15457,05/06/2012,08:00:43,19.35534,99.278515,-99.278515,2652.20752
15458,05/06/2012,08:00:44,19.355141,99.278675,-99.278675,2652.383545
15459,05/06/2012,08:00:45,19.354936,99.278833,-99.278833,2653.456299
15460,05/06/2012,08:00:46,19.354724,99.278979,-99.278979,2654.260742
15461,05/06/2012,08:00:47,19.354509,99.279109,-99.279109,2652.928467
15462,05/06/2012,08:00:48,19.354287,99.279235,-99.279235,2652.870361
15463,05/06/2012,08:00:49,19.354057,99.279347,-99.279347,2652.984375
15464,05/06/2012,08:00:50,19.353817,99.27944,-99.27944,2652.687744
15465,05/06/2012,08:00:51,19.353573,99.279532,-99.279532,2652.800781
15466,05/06/2012,08:00:52,19.353324,99.279613,-99.279613,2652.346436
15467,05/06/2012,08:00:53,19.353075,99.279692,-99.279692,2652.477783
15468,05/06/2012,08:00:54,19.352829,99.279771,-99.279771,2652.564941
15469,05/06/2012,08:00:55,19.352584,99.279853,-99.279853,2652.460693
15470,05/06/2012,08:00:56,19.352339,99.279937,-99.279937,2652.383301
15471,05/06/2012,08:00:57,19.352102,99.280014,-99.280014,2652.352539
15472,05/06/2012,08:00:58,19.351861,99.280081,-99.280081,2652.300049
15473,05/06/2012,08:00:59,19.351624,99.280149,-99.280149,2652.314941
15474,05/06/2012,08:01:00,19.351384,99.280217,-99.280217,2652.296387
15475,05/06/2012,08:01:01,19.351146,99.280298,-99.280298,2652.32373
15476,05/06/2012,08:01:02,19.350909,99.280377,-99.280377,2652.393555
15477,05/06/2012,08:01:03,19.350668,99.280463,-99.280463,2652.623047
15478,05/06/2012,08:01:04,19.350433,99.280535,-99.280535,2653.503418
15479,05/06/2012,08:01:05,19.350199,99.280594,-99.280594,2654.192871
15480,05/06/2012,08:01:06,19.349966,99.280647,-99.280647,2654.71875
15481,05/06/2012,08:01:07,19.349746,99.280717,-99.280717,2655.497803
15482,05/06/2012,08:01:08,19.349528,99.280806,-99.280806,2656.674561
15483,05/06/2012,08:01:09,19.349324,99.280917,-99.280917,2657.550049
15484,05/06/2012,08:01:10,19.349133,99.281045,-99.281045,2657.942871
15485,05/06/2012,08:01:11,19.348956,99.28119,-99.28119,2658.94458
15486,05/06/2012,08:01:12,19.348793,99.28134,-99.28134,2659.562256
15487,05/06/2012,08:01:13,19.348649,99.2815,-99.2815,2659.761719
15488,05/06/2012,08:01:14,19.348529,99.281691,-99.281691,2660.422607
15489,05/06/2012,08:01:15,19.34843,99.281903,-99.281903,2662.536133
15490,05/06/2012,08:01:16,19.348358,99.282116,-99.282116,2663.600098
15491,05/06/2012,08:01:17,19.348301,99.282337,-99.282337,2664.449463
15492,05/06/2012,08:01:18,19.348254,99.282561,-99.282561,2665.585938
15493,05/06/2012,08:01:19,19.348216,99.282781,-99.282781,2667.276123
15494,05/06/2012,08:01:20,19.348192,99.283011,-99.283011,2667.665771
15495,05/06/2012,08:01:21,19.348173,99.28325,-99.28325,2669.056641
15496,05/06/2012,08:01:22,19.348158,99.28349,-99.28349,2669.711182
15497,05/06/2012,08:01:23,19.348143,99.283728,-99.283728,2670.346436
15498,05/06/2012,08:01:24,19.348127,99.283976,-99.283976,2670.366211
15499,05/06/2012,08:01:25,19.348107,99.28422,-99.28422,2670.822266
15500,05/06/2012,08:01:26,19.348076,99.284467,-99.284467,2672.512207
15501,05/06/2012,08:01:27,19.348046,99.284719,-99.284719,2672.794922
15502,05/06/2012,08:01:28,19.348011,99.284965,-99.284965,2672.544678
15503,05/06/2012,08:01:29,19.347953,99.285208,-99.285208,2674.541016
15504,05/06/2012,08:01:30,19.347882,99.285443,-99.285443,2675.411377
15505,05/06/2012,08:01:31,19.347795,99.285669,-99.285669,2675.578857
15506,05/06/2012,08:01:32,19.347682,99.28588,-99.28588,2675.987061
15507,05/06/2012,08:01:33,19.347544,99.286088,-99.286088,2677.648438
15508,05/06/2012,08:01:34,19.3474,99.286284,-99.286284,2679.398193
15509,05/06/2012,08:01:35,19.347241,99.286463,-99.286463,2681.108154
15510,05/06/2012,08:01:36,19.347067,99.286631,-99.286631,2682.833008
15511,05/06/2012,08:01:37,19.346879,99.286781,-99.286781,2684.370605
15512,05/06/2012,08:01:38,19.346686,99.286923,-99.286923,2686.291016
15513,05/06/2012,08:01:39,19.346493,99.287063,-99.287063,2687.404297
15514,05/06/2012,08:01:40,19.346302,99.287196,-99.287196,2688.768799
15515,05/06/2012,08:01:41,19.346108,99.287327,-99.287327,2690.190918
15516,05/06/2012,08:01:42,19.345918,99.287464,-99.287464,2691.555908
15517,05/06/2012,08:01:43,19.345734,99.287607,-99.287607,2693.147461
15518,05/06/2012,08:01:44,19.345562,99.28776,-99.28776,2694.693848
15519,05/06/2012,08:01:45,19.3454,99.287929,-99.287929,2696.412354
15520,05/06/2012,08:01:46,19.345256,99.288108,-99.288108,2697.672852
15521,05/06/2012,08:01:47,19.34513,99.288292,-99.288292,2698.221924
15522,05/06/2012,08:01:48,19.345019,99.288489,-99.288489,2699.063232
15523,05/06/2012,08:01:49,19.344921,99.288701,-99.288701,2701.088135
15524,05/06/2012,08:01:50,19.344837,99.288914,-99.288914,2702.708008
15525,05/06/2012,08:01:51,19.344764,99.289129,-99.289129,2704.110352
15526,05/06/2012,08:01:52,19.344698,99.289349,-99.289349,2705.845703
15527,05/06/2012,08:01:53,19.344632,99.289563,-99.289563,2707.384521
15528,05/06/2012,08:01:54,19.344569,99.289779,-99.289779,2709.049072
15529,05/06/2012,08:01:55,19.344504,99.289995,-99.289995,2710.682129
15530,05/06/2012,08:01:56,19.344437,99.290208,-99.290208,2712.318359
15531,05/06/2012,08:01:57,19.344377,99.290417,-99.290417,2714.383545
15532,05/06/2012,08:01:58,19.344316,99.290629,-99.290629,2716.22998
15533,05/06/2012,08:01:59,19.344254,99.29084,-99.29084,2718.137451
15534,05/06/2012,08:02:00,19.34419,99.291046,-99.291046,2719.578857
15535,05/06/2012,08:02:01,19.344127,99.291262,-99.291262,2721.297119
15536,05/06/2012,08:02:02,19.344063,99.291471,-99.291471,2723.174561
15537,05/06/2012,08:02:03,19.344001,99.29168,-99.29168,2724.837646
15538,05/06/2012,08:02:04,19.343937,99.291889,-99.291889,2726.479248
15539,05/06/2012,08:02:05,19.343873,99.292094,-99.292094,2727.869141
15540,05/06/2012,08:02:06,19.343806,99.292295,-99.292295,2728.661377
15541,05/06/2012,08:02:07,19.343726,99.292492,-99.292492,2730.410889
15542,05/06/2012,08:02:08,19.343634,99.292677,-99.292677,2732.193115
15543,05/06/2012,08:02:09,19.34353,99.292853,-99.292853,2733.341553
15544,05/06/2012,08:02:10,19.343413,99.293027,-99.293027,2734.251221
15545,05/06/2012,08:02:11,19.343286,99.293191,-99.293191,2736.395264
15546,05/06/2012,08:02:12,19.343145,99.293346,-99.293346,2737.253174
15547,05/06/2012,08:02:13,19.343001,99.293489,-99.293489,2737.512939
15548,05/06/2012,08:02:14,19.342846,99.293623,-99.293623,2738.537842
15549,05/06/2012,08:02:15,19.342684,99.293748,-99.293748,2739.541748
15550,05/06/2012,08:02:16,19.342517,99.293868,-99.293868,2739.959229
15551,05/06/2012,08:02:17,19.342353,99.293988,-99.293988,2740.658936
15552,05/06/2012,08:02:18,19.342191,99.294112,-99.294112,2741.932861
15553,05/06/2012,08:02:19,19.342026,99.294234,-99.294234,2743.0979
15554,05/06/2012,08:02:20,19.341864,99.294353,-99.294353,2744.114502
15555,05/06/2012,08:02:21,19.3417,99.294471,-99.294471,2745.177979
15556,05/06/2012,08:02:22,19.341538,99.294601,-99.294601,2747.103027
15557,05/06/2012,08:02:23,19.341383,99.29474,-99.29474,2748.697266
15558,05/06/2012,08:02:24,19.341239,99.294876,-99.294876,2749.102783
15559,05/06/2012,08:02:25,19.341101,99.295025,-99.295025,2750.181885
15560,05/06/2012,08:02:26,19.340971,99.295182,-99.295182,2751.96875
15561,05/06/2012,08:02:27,19.340855,99.295343,-99.295343,2753.246094
15562,05/06/2012,08:02:28,19.340744,99.295507,-99.295507,2754.22168
15563,05/06/2012,08:02:29,19.340636,99.295674,-99.295674,2756.623779
15564,05/06/2012,08:02:30,19.340534,99.295842,-99.295842,2758.310303
15565,05/06/2012,08:02:31,19.340431,99.296009,-99.296009,2759.797607
15566,05/06/2012,08:02:32,19.340326,99.296177,-99.296177,2761.0271
15567,05/06/2012,08:02:33,19.340218,99.296344,-99.296344,2762.412354
15568,05/06/2012,08:02:34,19.340108,99.296504,-99.296504,2762.898438
15569,05/06/2012,08:02:35,19.339992,99.296659,-99.296659,2765.266113
15570,05/06/2012,08:02:36,19.339874,99.296808,-99.296808,2766.526123
15571,05/06/2012,08:02:37,19.339752,99.296952,-99.296952,2767.249756
15572,05/06/2012,08:02:38,19.339624,99.297091,-99.297091,2768.011963
15573,05/06/2012,08:02:39,19.339494,99.297216,-99.297216,2769.131348
15574,05/06/2012,08:02:40,19.339354,99.297345,-99.297345,2770.364746
15575,05/06/2012,08:02:41,19.339193,99.297435,-99.297435,2771.510742
15576,05/06/2012,08:02:42,19.339034,99.297525,-99.297525,2772.792236
15577,05/06/2012,08:02:43,19.338878,99.297618,-99.297618,2773.462646
15578,05/06/2012,08:02:44,19.338719,99.297705,-99.297705,2774.405762
15579,05/06/2012,08:02:45,19.338557,99.297795,-99.297795,2775.270996
15580,05/06/2012,08:02:46,19.338394,99.29788,-99.29788,2776.133057
15581,05/06/2012,08:02:47,19.33823,99.297964,-99.297964,2777.016357
15582,05/06/2012,08:02:48,19.33807,99.298057,-99.298057,2777.605469
15583,05/06/2012,08:02:49,19.337908,99.298145,-99.298145,2778.604492
15584,05/06/2012,08:02:50,19.337749,99.298236,-99.298236,2779.617188
15585,05/06/2012,08:02:51,19.337591,99.298331,-99.298331,2780.562256
15586,05/06/2012,08:02:52,19.337438,99.298432,-99.298432,2781.896484
15587,05/06/2012,08:02:53,19.337288,99.298552,-99.298552,2782.79834
15588,05/06/2012,08:02:54,19.337145,99.298677,-99.298677,2784.025146
15589,05/06/2012,08:02:55,19.337014,99.298807,-99.298807,2785.702148
15590,05/06/2012,08:02:56,19.336891,99.298945,-99.298945,2786.913818
15591,05/06/2012,08:02:57,19.336779,99.299089,-99.299089,2788.155518
15592,05/06/2012,08:02:58,19.336677,99.299245,-99.299245,2790.166504
15593,05/06/2012,08:02:59,19.336583,99.299399,-99.299399,2791.801514
15594,05/06/2012,08:03:00,19.336498,99.299554,-99.299554,2793.019775
15595,05/06/2012,08:03:01,19.336412,99.299715,-99.299715,2794.245361
15596,05/06/2012,08:03:02,19.336328,99.299877,-99.299877,2795.176758
15597,05/06/2012,08:03:03,19.336243,99.300039,-99.300039,2796.200439
15598,05/06/2012,08:03:04,19.336159,99.300204,-99.300204,2797.349365
15599,05/06/2012,08:03:05,19.336075,99.300368,-99.300368,2798.490967
15600,05/06/2012,08:03:06,19.335989,99.300534,-99.300534,2799.911865
15601,05/06/2012,08:03:07,19.335904,99.3007,-99.3007,2801.12207
15602,05/06/2012,08:03:08,19.335819,99.300859,-99.300859,2802.562988
15603,05/06/2012,08:03:09,19.335734,99.301021,-99.301021,2803.810303
15604,05/06/2012,08:03:10,19.335649,99.301183,-99.301183,2805.34082
15605,05/06/2012,08:03:11,19.335563,99.301339,-99.301339,2806.63501
15606,05/06/2012,08:03:12,19.335478,99.301497,-99.301497,2807.921143
15607,05/06/2012,08:03:13,19.335394,99.301654,-99.301654,2809.362061
15608,05/06/2012,08:03:14,19.335309,99.301811,-99.301811,2810.419434
15609,05/06/2012,08:03:15,19.335224,99.30197,-99.30197,2811.777344
15610,05/06/2012,08:03:16,19.335141,99.302126,-99.302126,2812.928955
15611,05/06/2012,08:03:17,19.335063,99.302282,-99.302282,2813.745117
15612,05/06/2012,08:03:18,19.334989,99.302438,-99.302438,2815.179199
15613,05/06/2012,08:03:19,19.334924,99.302589,-99.302589,2816.369629
15614,05/06/2012,08:03:20,19.334865,99.302741,-99.302741,2817.221191
15615,05/06/2012,08:03:21,19.334816,99.302897,-99.302897,2818.148438
15616,05/06/2012,08:03:22,19.334771,99.303058,-99.303058,2818.780029
15617,05/06/2012,08:03:23,19.334732,99.303224,-99.303224,2819.340088
15618,05/06/2012,08:03:24,19.334695,99.303393,-99.303393,2820.100342
15619,05/06/2012,08:03:25,19.33466,99.303567,-99.303567,2821.111816
15620,05/06/2012,08:03:26,19.334626,99.303745,-99.303745,2822.459229
15621,05/06/2012,08:03:27,19.334599,99.303919,-99.303919,2823.35376
15622,05/06/2012,08:03:28,19.334574,99.304095,-99.304095,2825.001953
15623,05/06/2012,08:03:29,19.33455,99.304274,-99.304274,2827.035889
15624,05/06/2012,08:03:30,19.334541,99.304455,-99.304455,2827.910645
15625,05/06/2012,08:03:31,19.33453,99.304647,-99.304647,2829.263672
15626,05/06/2012,08:03:32,19.334529,99.304831,-99.304831,2830.182861
15627,05/06/2012,08:03:33,19.334532,99.305013,-99.305013,2831.274414
15628,05/06/2012,08:03:34,19.334541,99.305194,-99.305194,2832.60376
15629,05/06/2012,08:03:35,19.334561,99.30537,-99.30537,2833.409668
15630,05/06/2012,08:03:36,19.33458,99.305555,-99.305555,2834.703125
15631,05/06/2012,08:03:37,19.334605,99.305736,-99.305736,2835.652344
15632,05/06/2012,08:03:38,19.334634,99.305914,-99.305914,2836.485107
15633,05/06/2012,08:03:39,19.33466,99.306097,-99.306097,2837.561768
15634,05/06/2012,08:03:40,19.334691,99.306277,-99.306277,2838.309082
15635,05/06/2012,08:03:41,19.334715,99.306464,-99.306464,2839.361816
15636,05/06/2012,08:03:42,19.334743,99.306656,-99.306656,2839.026123
15637,05/06/2012,08:03:43,19.334772,99.306851,-99.306851,2839.06665
15638,05/06/2012,08:03:44,19.334804,99.307037,-99.307037,2839.818359
15639,05/06/2012,08:03:45,19.334836,99.307216,-99.307216,2840.136719
15640,05/06/2012,08:03:46,19.334869,99.307402,-99.307402,2841.02832
15641,05/06/2012,08:03:47,19.334902,99.307588,-99.307588,2840.917236
15642,05/06/2012,08:03:48,19.334923,99.307774,-99.307774,2841.901855
15643,05/06/2012,08:03:49,19.334954,99.307952,-99.307952,2842.504395
15644,05/06/2012,08:03:50,19.334987,99.308131,-99.308131,2842.939453
15645,05/06/2012,08:03:51,19.335022,99.308312,-99.308312,2843.709961
15646,05/06/2012,08:03:52,19.335059,99.30849,-99.30849,2844.450439
15647,05/06/2012,08:03:53,19.335094,99.308681,-99.308681,2844.592041
15648,05/06/2012,08:03:54,19.335121,99.30886,-99.30886,2845.725098
15649,05/06/2012,08:03:55,19.335146,99.309049,-99.309049,2846.445557
15650,05/06/2012,08:03:56,19.335175,99.309233,-99.309233,2847.452148
15651,05/06/2012,08:03:57,19.335205,99.309423,-99.309423,2847.604492
15652,05/06/2012,08:03:58,19.335237,99.309614,-99.309614,2847.973389
15653,05/06/2012,08:03:59,19.33526,99.309802,-99.309802,2848.125
15654,05/06/2012,08:04:00,19.335278,99.309991,-99.309991,2848.335693
15655,05/06/2012,08:04:01,19.335295,99.310177,-99.310177,2848.952637
15656,05/06/2012,08:04:02,19.335305,99.310366,-99.310366,2849.640381
15657,05/06/2012,08:04:03,19.335303,99.310553,-99.310553,2850.240723
15658,05/06/2012,08:04:04,19.335295,99.310736,-99.310736,2850.697266
15659,05/06/2012,08:04:05,19.335302,99.310947,-99.310947,2849.902832
15660,05/06/2012,08:04:06,19.335281,99.311139,-99.311139,2850.655518
15661,05/06/2012,08:04:07,19.335249,99.311323,-99.311323,2850.922852
15662,05/06/2012,08:04:08,19.335215,99.311514,-99.311514,2851.828613
15663,05/06/2012,08:04:09,19.335172,99.311699,-99.311699,2852.381592
15664,05/06/2012,08:04:10,19.335121,99.311876,-99.311876,2852.712158
15665,05/06/2012,08:04:11,19.335055,99.312053,-99.312053,2853.143311
15666,05/06/2012,08:04:12,19.334979,99.312219,-99.312219,2853.395508
15667,05/06/2012,08:04:13,19.334897,99.312378,-99.312378,2853.64624
15668,05/06/2012,08:04:14,19.334803,99.312525,-99.312525,2853.831543
15669,05/06/2012,08:04:15,19.334708,99.31267,-99.31267,2853.989014
15670,05/06/2012,08:04:16,19.334617,99.31281,-99.31281,2854.086182
15671,05/06/2012,08:04:17,19.334534,99.312931,-99.312931,2854.836182
15672,05/06/2012,08:04:18,19.334442,99.313039,-99.313039,2855.420166
15673,05/06/2012,08:04:19,19.334356,99.313136,-99.313136,2856.257568
15674,05/06/2012,08:04:20,19.334274,99.313224,-99.313224,2856.631592
15675,05/06/2012,08:04:21,19.3342,99.313297,-99.313297,2857.440674
15676,05/06/2012,08:04:22,19.334133,99.313357,-99.313357,2857.243652
15677,05/06/2012,08:04:23,19.334069,99.313415,-99.313415,2857.462646
15678,05/06/2012,08:04:24,19.334004,99.313465,-99.313465,2857.363281
15679,05/06/2012,08:04:25,19.333945,99.313507,-99.313507,2857.416016
15680,05/06/2012,08:04:26,19.333895,99.313534,-99.313534,2857.58667
15681,05/06/2012,08:04:27,19.333854,99.313563,-99.313563,2857.528076
15682,05/06/2012,08:04:28,19.333811,99.313597,-99.313597,2858.021729
15683,05/06/2012,08:04:29,19.333773,99.313626,-99.313626,2858.186279
