secuencia,fecha,hora,latitud,l,longitud,altitud
13469,05/06/2012,07:22:12,19.407109,99.200939,-99.200939,2313.304688
13470,05/06/2012,07:22:13,19.407095,99.200956,-99.200956,2313.283203
13471,05/06/2012,07:22:14,19.407076,99.200978,-99.200978,2313.779053
13472,05/06/2012,07:22:15,19.407065,99.201002,-99.201002,2314.063965
13473,05/06/2012,07:22:16,19.407052,99.201025,-99.201025,2314.445557
13474,05/06/2012,07:22:17,19.407044,99.20105,-99.20105,2314.070068
13475,05/06/2012,07:22:18,19.407032,99.201075,-99.201075,2314.130127
13476,05/06/2012,07:22:19,19.407012,99.201104,-99.201104,2314.840332
13477,05/06/2012,07:22:20,19.406992,99.201132,-99.201132,2315.907715
13478,05/06/2012,07:22:21,19.406978,99.201163,-99.201163,2315.205078
13479,05/06/2012,07:22:22,19.406968,99.20119,-99.20119,2314.106689
13480,05/06/2012,07:22:23,19.406957,99.201219,-99.201219,2314.103271
13481,05/06/2012,07:22:24,19.406943,99.201245,-99.201245,2313.474121
13482,05/06/2012,07:22:25,19.406927,99.201268,-99.201268,2313.918213
13483,05/06/2012,07:22:26,19.406913,99.201294,-99.201294,2313.700684
13484,05/06/2012,07:22:27,19.406899,99.201319,-99.201319,2313.58667
13485,05/06/2012,07:22:28,19.406893,99.201339,-99.201339,2313.375977
13486,05/06/2012,07:22:29,19.406882,99.201359,-99.201359,2312.85498
13487,05/06/2012,07:22:30,19.406875,99.201376,-99.201376,2312.475586
13488,05/06/2012,07:22:31,19.406872,99.201385,-99.201385,2312.646484
13489,05/06/2012,07:22:32,19.406867,99.201387,-99.201387,2312.414307
13490,05/06/2012,07:22:33,19.406864,99.201387,-99.201387,2312.820313
13491,05/06/2012,07:22:34,19.406858,99.201392,-99.201392,2312.939453
13492,05/06/2012,07:22:35,19.406848,99.201402,-99.201402,2313.632324
13493,05/06/2012,07:22:36,19.406844,99.201412,-99.201412,2314.272705
13494,05/06/2012,07:22:37,19.406835,99.201419,-99.201419,2314.182373
13495,05/06/2012,07:22:38,19.406829,99.201423,-99.201423,2314.218994
13496,05/06/2012,07:22:39,19.406823,99.201425,-99.201425,2314.635254
13497,05/06/2012,07:22:40,19.406816,99.201425,-99.201425,2315.348633
13498,05/06/2012,07:22:41,19.406815,99.201428,-99.201428,2315.370361
13499,05/06/2012,07:22:42,19.406811,99.201435,-99.201435,2315.386719
13500,05/06/2012,07:22:43,19.406806,99.201445,-99.201445,2315.541992
13501,05/06/2012,07:22:44,19.4068,99.201453,-99.201453,2316.575439
13502,05/06/2012,07:22:45,19.406788,99.201462,-99.201462,2317.3125
13503,05/06/2012,07:22:46,19.406782,99.201476,-99.201476,2317.648438
13504,05/06/2012,07:22:47,19.406775,99.201487,-99.201487,2317.802246
13505,05/06/2012,07:22:48,19.406765,99.201497,-99.201497,2318.10791
13506,05/06/2012,07:22:49,19.406757,99.201504,-99.201504,2319.278076
13507,05/06/2012,07:23:02,19.406737,99.20151,-99.20151,2321.516602
13508,05/06/2012,07:23:03,19.406734,99.201517,-99.201517,2321.355225
13509,05/06/2012,07:23:04,19.406726,99.201532,-99.201532,2321.438232
13510,05/06/2012,07:23:05,19.406718,99.201549,-99.201549,2321.841064
13511,05/06/2012,07:23:06,19.406705,99.201567,-99.201567,2322.084229
13512,05/06/2012,07:23:07,19.406694,99.201581,-99.201581,2322.836914
13513,05/06/2012,07:23:08,19.406688,99.201593,-99.201593,2323.154297
13514,05/06/2012,07:23:09,19.406682,99.201606,-99.201606,2322.945068
13515,05/06/2012,07:23:15,19.406685,99.201627,-99.201627,2320.729004
13516,05/06/2012,07:23:16,19.406684,99.201629,-99.201629,2320.710693
13517,05/06/2012,07:23:17,19.406678,99.201639,-99.201639,2320.483398
13518,05/06/2012,07:23:18,19.40667,99.201656,-99.201656,2320.491699
13519,05/06/2012,07:23:19,19.406661,99.201679,-99.201679,2320.84082
13520,05/06/2012,07:23:20,19.406649,99.201703,-99.201703,2320.08667
13521,05/06/2012,07:23:21,19.406638,99.201721,-99.201721,2320.161621
13522,05/06/2012,07:23:22,19.406627,99.201739,-99.201739,2320.379395
13523,05/06/2012,07:23:23,19.406613,99.201759,-99.201759,2320.374023
13524,05/06/2012,07:23:24,19.406605,99.201774,-99.201774,2320.79248
13525,05/06/2012,07:23:25,19.406595,99.201787,-99.201787,2320.620605
13526,05/06/2012,07:23:26,19.406587,99.201797,-99.201797,2320.166748
13527,05/06/2012,07:23:27,19.406585,99.201805,-99.201805,2320.540771
13528,05/06/2012,07:23:28,19.406579,99.201816,-99.201816,2320.379639
13529,05/06/2012,07:23:29,19.406576,99.201827,-99.201827,2320.148926
13530,05/06/2012,07:23:30,19.406573,99.201833,-99.201833,2320.254883
13531,05/06/2012,07:23:36,19.406568,99.201823,-99.201823,2321.230225
13532,05/06/2012,07:23:37,19.406561,99.201835,-99.201835,2320.770996
13533,05/06/2012,07:23:38,19.406553,99.20185,-99.20185,2320.835693
13534,05/06/2012,07:23:39,19.406544,99.201869,-99.201869,2320.697998
13535,05/06/2012,07:23:40,19.406534,99.201881,-99.201881,2320.4375
13536,05/06/2012,07:23:41,19.406525,99.201893,-99.201893,2320.352051
13537,05/06/2012,07:23:42,19.406517,99.201905,-99.201905,2320.368652
13538,05/06/2012,07:23:43,19.406508,99.20192,-99.20192,2320.257813
13539,05/06/2012,07:23:44,19.406503,99.201936,-99.201936,2320.198486
13540,05/06/2012,07:23:45,19.406492,99.201959,-99.201959,2320.392334
13541,05/06/2012,07:23:46,19.406483,99.201983,-99.201983,2321.077393
13542,05/06/2012,07:23:47,19.406477,99.202003,-99.202003,2321.716309
13543,05/06/2012,07:23:48,19.406471,99.202023,-99.202023,2321.693115
13544,05/06/2012,07:23:49,19.40646,99.202039,-99.202039,2322.15918
13545,05/06/2012,07:23:50,19.406454,99.202052,-99.202052,2322.164063
13546,05/06/2012,07:23:51,19.406447,99.202068,-99.202068,2322.125732
13547,05/06/2012,07:23:52,19.406441,99.202079,-99.202079,2322.047363
13548,05/06/2012,07:23:53,19.406434,99.202087,-99.202087,2322.688477
13549,05/06/2012,07:23:54,19.406428,99.2021,-99.2021,2322.381836
13550,05/06/2012,07:23:55,19.406421,99.202109,-99.202109,2322.241211
13551,05/06/2012,07:23:56,19.406413,99.202119,-99.202119,2323.294922
13552,05/06/2012,07:23:57,19.406405,99.202126,-99.202126,2323.231689
13553,05/06/2012,07:23:58,19.406396,99.202135,-99.202135,2323.53833
13554,05/06/2012,07:23:59,19.406389,99.202144,-99.202144,2324.103516
13555,05/06/2012,07:24:00,19.406381,99.202152,-99.202152,2324.293213
13556,05/06/2012,07:24:24,19.406371,99.20216,-99.20216,2324.492676
13557,05/06/2012,07:24:25,19.40637,99.202163,-99.202163,2324.502441
13558,05/06/2012,07:24:26,19.406361,99.202182,-99.202182,2324.29126
13559,05/06/2012,07:24:27,19.406347,99.202206,-99.202206,2324.582275
13560,05/06/2012,07:24:28,19.406335,99.202231,-99.202231,2325.07373
13561,05/06/2012,07:24:29,19.406323,99.202254,-99.202254,2325.301758
13562,05/06/2012,07:24:30,19.406307,99.202281,-99.202281,2325.506592
13563,05/06/2012,07:24:31,19.406289,99.202314,-99.202314,2326.015869
13564,05/06/2012,07:24:32,19.406271,99.202351,-99.202351,2326.222412
13565,05/06/2012,07:24:33,19.406252,99.20238,-99.20238,2326.686768
13566,05/06/2012,07:24:34,19.406229,99.202412,-99.202412,2327.542969
13567,05/06/2012,07:24:35,19.40621,99.202454,-99.202454,2327.633057
13568,05/06/2012,07:24:36,19.406186,99.202497,-99.202497,2328.097412
13569,05/06/2012,07:24:37,19.406165,99.202534,-99.202534,2328.178711
13570,05/06/2012,07:24:38,19.406153,99.202564,-99.202564,2328.418213
13571,05/06/2012,07:24:39,19.406145,99.202583,-99.202583,2328.133545
13572,05/06/2012,07:24:50,19.406142,99.202589,-99.202589,2328.010986
13573,05/06/2012,07:24:51,19.40614,99.202594,-99.202594,2328.016602
13574,05/06/2012,07:24:52,19.406129,99.202606,-99.202606,2327.648682
13575,05/06/2012,07:24:53,19.406122,99.202617,-99.202617,2327.959717
13576,05/06/2012,07:24:54,19.406118,99.202626,-99.202626,2328.410156
13577,05/06/2012,07:24:55,19.406113,99.202636,-99.202636,2328.408936
13578,05/06/2012,07:24:56,19.406109,99.202647,-99.202647,2328.543457
13579,05/06/2012,07:24:57,19.406108,99.202657,-99.202657,2328.767822
13580,05/06/2012,07:24:58,19.406103,99.202667,-99.202667,2328.705322
13581,05/06/2012,07:24:59,19.406099,99.202672,-99.202672,2328.977783
13582,05/06/2012,07:25:07,19.406114,99.202707,-99.202707,2329.755615
13583,05/06/2012,07:25:08,19.406114,99.202709,-99.202709,2329.793213
13584,05/06/2012,07:25:09,19.406113,99.202718,-99.202718,2330.043701
13585,05/06/2012,07:25:10,19.406104,99.202731,-99.202731,2330.091553
13586,05/06/2012,07:25:11,19.406088,99.202751,-99.202751,2330.180176
13587,05/06/2012,07:25:12,19.406074,99.202775,-99.202775,2330.199463
13588,05/06/2012,07:25:13,19.406066,99.202799,-99.202799,2330.450195
13589,05/06/2012,07:25:14,19.406051,99.202821,-99.202821,2330.21167
13590,05/06/2012,07:25:15,19.406033,99.202844,-99.202844,2330.410156
13591,05/06/2012,07:25:16,19.406013,99.20287,-99.20287,2330.699707
13592,05/06/2012,07:25:17,19.405995,99.2029,-99.2029,2331.041748
13593,05/06/2012,07:25:18,19.405972,99.202926,-99.202926,2331.213623
13594,05/06/2012,07:25:19,19.405953,99.202952,-99.202952,2331.231201
13595,05/06/2012,07:25:20,19.405937,99.202981,-99.202981,2331.550781
13596,05/06/2012,07:25:21,19.405921,99.203006,-99.203006,2331.413574
13597,05/06/2012,07:25:22,19.405909,99.203028,-99.203028,2331.800781
13598,05/06/2012,07:25:23,19.4059,99.203045,-99.203045,2332.092041
13599,05/06/2012,07:25:24,19.405889,99.203055,-99.203055,2332.079834
13600,05/06/2012,07:25:25,19.405883,99.20306,-99.20306,2331.5271
13601,05/06/2012,07:25:26,19.40588,99.203064,-99.203064,2331.342285
13602,05/06/2012,07:25:27,19.405878,99.203065,-99.203065,2331.385742
13603,05/06/2012,07:25:28,19.405874,99.203069,-99.203069,2330.827881
13604,05/06/2012,07:25:29,19.405871,99.203076,-99.203076,2330.864258
13605,05/06/2012,07:25:30,19.405864,99.203084,-99.203084,2330.991943
13606,05/06/2012,07:25:31,19.405855,99.203093,-99.203093,2330.951416
13607,05/06/2012,07:25:32,19.405845,99.203103,-99.203103,2330.529297
13608,05/06/2012,07:25:33,19.40584,99.203111,-99.203111,2330.132324
13609,05/06/2012,07:25:34,19.405828,99.203125,-99.203125,2330.310791
13610,05/06/2012,07:25:35,19.405819,99.203138,-99.203138,2330.137451
13611,05/06/2012,07:25:36,19.405813,99.203151,-99.203151,2330.400391
13612,05/06/2012,07:25:37,19.405806,99.203164,-99.203164,2330.734863
13613,05/06/2012,07:25:38,19.405794,99.203178,-99.203178,2330.61792
13614,05/06/2012,07:25:39,19.405784,99.203191,-99.203191,2330.791748
13615,05/06/2012,07:25:40,19.405774,99.203206,-99.203206,2330.989746
13616,05/06/2012,07:25:41,19.405766,99.203222,-99.203222,2330.840332
13617,05/06/2012,07:25:42,19.405756,99.203236,-99.203236,2330.672852
13618,05/06/2012,07:25:43,19.405748,99.20325,-99.20325,2330.666504
13619,05/06/2012,07:25:44,19.405743,99.203264,-99.203264,2331.005859
13620,05/06/2012,07:25:45,19.405731,99.20328,-99.20328,2330.651123
13621,05/06/2012,07:25:46,19.405722,99.203296,-99.203296,2330.384521
13622,05/06/2012,07:25:47,19.405714,99.20331,-99.20331,2330.359375
13623,05/06/2012,07:25:48,19.405704,99.203326,-99.203326,2330.271484
13624,05/06/2012,07:25:49,19.405693,99.203342,-99.203342,2330.101563
13625,05/06/2012,07:25:50,19.405685,99.203358,-99.203358,2330.286133
13626,05/06/2012,07:25:51,19.405681,99.203371,-99.203371,2330.95459
13627,05/06/2012,07:25:52,19.405674,99.203382,-99.203382,2330.767822
13628,05/06/2012,07:25:53,19.405667,99.203392,-99.203392,2330.787354
13629,05/06/2012,07:25:54,19.405665,99.203401,-99.203401,2331.232422
13630,05/06/2012,07:25:55,19.405661,99.20341,-99.20341,2331.292725
13631,05/06/2012,07:25:56,19.405655,99.203419,-99.203419,2330.993408
13632,05/06/2012,07:25:57,19.405647,99.203433,-99.203433,2331.291748
13633,05/06/2012,07:25:58,19.405641,99.203446,-99.203446,2331.580566
13634,05/06/2012,07:25:59,19.405631,99.20346,-99.20346,2331.490723
13635,05/06/2012,07:26:00,19.405624,99.203468,-99.203468,2331.412354
13636,05/06/2012,07:26:01,19.40562,99.203474,-99.203474,2331.354492
13637,05/06/2012,07:26:02,19.405615,99.203484,-99.203484,2331.35376
13638,05/06/2012,07:26:03,19.405609,99.203493,-99.203493,2331.010498
13639,05/06/2012,07:26:04,19.405606,99.203501,-99.203501,2330.812744
13640,05/06/2012,07:26:05,19.405604,99.203509,-99.203509,2330.967285
13641,05/06/2012,07:26:06,19.405602,99.203515,-99.203515,2330.928223
13642,05/06/2012,07:26:07,19.405596,99.203515,-99.203515,2330.826904
13643,05/06/2012,07:26:08,19.405594,99.203522,-99.203522,2331.028564
13644,05/06/2012,07:26:09,19.405589,99.20353,-99.20353,2331.339355
13645,05/06/2012,07:26:10,19.405581,99.203543,-99.203543,2331.346191
13646,05/06/2012,07:26:11,19.405577,99.203555,-99.203555,2331.449219
13647,05/06/2012,07:26:12,19.405572,99.20356,-99.20356,2331.470215
13648,05/06/2012,07:26:13,19.405565,99.203569,-99.203569,2331.442871
13649,05/06/2012,07:26:14,19.405556,99.203582,-99.203582,2331.514648
13650,05/06/2012,07:26:15,19.405549,99.203597,-99.203597,2331.696045
13651,05/06/2012,07:26:16,19.405543,99.203612,-99.203612,2331.884033
13652,05/06/2012,07:26:17,19.405534,99.203625,-99.203625,2331.691406
13653,05/06/2012,07:26:18,19.405522,99.203639,-99.203639,2331.578125
13654,05/06/2012,07:26:19,19.405514,99.203653,-99.203653,2331.870605
13655,05/06/2012,07:26:20,19.405509,99.20366,-99.20366,2332.202148
13656,05/06/2012,07:26:21,19.405502,99.203667,-99.203667,2332.103516
13657,05/06/2012,07:26:22,19.405497,99.203675,-99.203675,2332.049072
13658,05/06/2012,07:26:28,19.405493,99.203675,-99.203675,2332.05249
13659,05/06/2012,07:26:29,19.405493,99.203675,-99.203675,2332.076904
13660,05/06/2012,07:26:30,19.405487,99.203683,-99.203683,2332.201904
13661,05/06/2012,07:26:31,19.405479,99.203697,-99.203697,2332.196289
13662,05/06/2012,07:26:32,19.405466,99.203714,-99.203714,2332.192139
13663,05/06/2012,07:26:33,19.40545,99.203734,-99.203734,2332.214111
13664,05/06/2012,07:26:34,19.405438,99.203756,-99.203756,2331.926514
13665,05/06/2012,07:26:35,19.405429,99.203775,-99.203775,2332.053467
13666,05/06/2012,07:26:36,19.405415,99.203795,-99.203795,2331.877197
13667,05/06/2012,07:26:37,19.405404,99.203808,-99.203808,2332.026855
13668,05/06/2012,07:26:38,19.405395,99.203823,-99.203823,2332.270264
13669,05/06/2012,07:26:39,19.405388,99.20384,-99.20384,2332.23291
13670,05/06/2012,07:26:40,19.405376,99.203854,-99.203854,2332.412598
13671,05/06/2012,07:26:41,19.405364,99.203867,-99.203867,2332.676514
13672,05/06/2012,07:26:42,19.405357,99.203883,-99.203883,2332.875244
13673,05/06/2012,07:26:43,19.405349,99.203898,-99.203898,2333.11377
13674,05/06/2012,07:26:44,19.405339,99.203916,-99.203916,2332.745605
13675,05/06/2012,07:26:45,19.405328,99.203926,-99.203926,2332.92627
13676,05/06/2012,07:26:46,19.40532,99.203938,-99.203938,2333.306641
13677,05/06/2012,07:26:47,19.405313,99.203951,-99.203951,2333.567627
13678,05/06/2012,07:26:48,19.405303,99.203965,-99.203965,2333.231201
13679,05/06/2012,07:26:49,19.405292,99.203976,-99.203976,2333.134521
13680,05/06/2012,07:26:50,19.405286,99.203987,-99.203987,2333.495361
13681,05/06/2012,07:26:51,19.405281,99.204,-99.204,2333.660889
13682,05/06/2012,07:26:52,19.40527,99.204016,-99.204016,2333.655762
13683,05/06/2012,07:26:53,19.405262,99.204031,-99.204031,2333.425293
13684,05/06/2012,07:26:54,19.405257,99.204043,-99.204043,2333.468018
13685,05/06/2012,07:26:55,19.40525,99.204056,-99.204056,2333.637451
13686,05/06/2012,07:26:56,19.405239,99.20407,-99.20407,2333.284424
13687,05/06/2012,07:26:57,19.405235,99.204083,-99.204083,2332.990479
13688,05/06/2012,07:26:58,19.405231,99.204094,-99.204094,2333.122559
13689,05/06/2012,07:26:59,19.405225,99.204103,-99.204103,2333.698975
13690,05/06/2012,07:27:00,19.405215,99.204115,-99.204115,2333.605225
13691,05/06/2012,07:27:01,19.405201,99.204132,-99.204132,2333.596924
13692,05/06/2012,07:27:02,19.405191,99.204147,-99.204147,2333.858154
13693,05/06/2012,07:27:03,19.405185,99.204162,-99.204162,2334.255127
13694,05/06/2012,07:27:04,19.405171,99.204178,-99.204178,2334.226074
13695,05/06/2012,07:27:05,19.405164,99.204195,-99.204195,2334.073975
13696,05/06/2012,07:27:06,19.405156,99.204211,-99.204211,2334.008545
13697,05/06/2012,07:27:07,19.40515,99.204224,-99.204224,2334.016602
13698,05/06/2012,07:27:08,19.405141,99.204235,-99.204235,2333.7854
13699,05/06/2012,07:27:09,19.405129,99.204248,-99.204248,2333.598633
13700,05/06/2012,07:27:10,19.405119,99.204264,-99.204264,2333.617432
13701,05/06/2012,07:27:11,19.405113,99.204276,-99.204276,2333.698975
13702,05/06/2012,07:27:12,19.405103,99.20429,-99.20429,2333.536621
13703,05/06/2012,07:27:13,19.405092,99.204304,-99.204304,2333.398682
13704,05/06/2012,07:27:14,19.405086,99.204313,-99.204313,2333.168945
13705,05/06/2012,07:27:15,19.40508,99.204324,-99.204324,2333.598633
13706,05/06/2012,07:27:16,19.405072,99.204338,-99.204338,2334.165527
13707,05/06/2012,07:27:17,19.405058,99.204359,-99.204359,2334.247803
13708,05/06/2012,07:27:18,19.405049,99.204376,-99.204376,2334.174072
13709,05/06/2012,07:27:19,19.405042,99.204392,-99.204392,2334.288574
13710,05/06/2012,07:27:20,19.405037,99.204405,-99.204405,2334.620605
13711,05/06/2012,07:27:21,19.405027,99.204421,-99.204421,2334.888916
13712,05/06/2012,07:27:22,19.405019,99.204433,-99.204433,2334.978271
13713,05/06/2012,07:27:23,19.405008,99.204447,-99.204447,2335.24292
13714,05/06/2012,07:27:24,19.404996,99.204461,-99.204461,2335.935059
13715,05/06/2012,07:27:25,19.404985,99.204478,-99.204478,2335.823486
13716,05/06/2012,07:27:26,19.404973,99.204494,-99.204494,2335.767822
13717,05/06/2012,07:27:27,19.404963,99.204511,-99.204511,2335.7229
13718,05/06/2012,07:27:28,19.404955,99.204524,-99.204524,2336.017334
13719,05/06/2012,07:27:29,19.404947,99.204539,-99.204539,2336.394775
13720,05/06/2012,07:27:30,19.404933,99.204558,-99.204558,2336.312256
13721,05/06/2012,07:27:31,19.404922,99.204576,-99.204576,2336.469727
13722,05/06/2012,07:27:32,19.404914,99.204592,-99.204592,2336.680908
13723,05/06/2012,07:27:33,19.404908,99.204607,-99.204607,2336.843994
13724,05/06/2012,07:27:34,19.404898,99.204624,-99.204624,2336.755371
13725,05/06/2012,07:27:35,19.404889,99.20464,-99.20464,2336.459717
13726,05/06/2012,07:27:36,19.404879,99.204654,-99.204654,2336.38916
13727,05/06/2012,07:27:37,19.404873,99.204671,-99.204671,2336.330811
13728,05/06/2012,07:27:38,19.404864,99.204681,-99.204681,2336.645752
13729,05/06/2012,07:27:39,19.404853,99.204694,-99.204694,2336.682617
13730,05/06/2012,07:27:40,19.404841,99.204709,-99.204709,2336.244873
13731,05/06/2012,07:27:41,19.404831,99.204725,-99.204725,2336.579834
13732,05/06/2012,07:27:42,19.404823,99.204746,-99.204746,2337.104492
13733,05/06/2012,07:27:43,19.404811,99.204765,-99.204765,2337.200195
13734,05/06/2012,07:27:44,19.404797,99.204781,-99.204781,2337.298584
13735,05/06/2012,07:27:45,19.404784,99.204797,-99.204797,2337.772217
13736,05/06/2012,07:27:46,19.404775,99.204809,-99.204809,2338.29541
13737,05/06/2012,07:27:47,19.404767,99.204824,-99.204824,2338.945313
13738,05/06/2012,07:27:48,19.404754,99.204843,-99.204843,2339.197021
13739,05/06/2012,07:27:49,19.404744,99.204861,-99.204861,2338.99585
13740,05/06/2012,07:27:50,19.404735,99.204874,-99.204874,2339.165283
13741,05/06/2012,07:27:51,19.404728,99.204889,-99.204889,2339.40332
13742,05/06/2012,07:27:52,19.404718,99.204903,-99.204903,2339.439941
13743,05/06/2012,07:27:53,19.404706,99.204915,-99.204915,2339.294678
13744,05/06/2012,07:27:54,19.404696,99.20493,-99.20493,2339.198975
13745,05/06/2012,07:27:55,19.404688,99.204949,-99.204949,2339.247559
13746,05/06/2012,07:27:56,19.404678,99.204965,-99.204965,2339.833252
13747,05/06/2012,07:27:57,19.404664,99.204984,-99.204984,2339.7771
13748,05/06/2012,07:27:58,19.40465,99.205,-99.205,2339.943359
13749,05/06/2012,07:27:59,19.40464,99.205015,-99.205015,2339.85791
13750,05/06/2012,07:28:00,19.404631,99.205028,-99.205028,2340.333984
13751,05/06/2012,07:28:01,19.404623,99.205041,-99.205041,2340.536133
13752,05/06/2012,07:28:02,19.40461,99.20506,-99.20506,2340.257813
13753,05/06/2012,07:28:03,19.404598,99.205076,-99.205076,2340.01709
13754,05/06/2012,07:28:04,19.404588,99.205093,-99.205093,2340.333984
13755,05/06/2012,07:28:05,19.404584,99.205108,-99.205108,2340.896729
13756,05/06/2012,07:28:06,19.404576,99.205122,-99.205122,2340.854004
13757,05/06/2012,07:28:07,19.404563,99.20514,-99.20514,2340.486816
13758,05/06/2012,07:28:08,19.404553,99.205155,-99.205155,2340.283691
13759,05/06/2012,07:28:09,19.404546,99.205169,-99.205169,2340.443359
13760,05/06/2012,07:28:10,19.40454,99.205184,-99.205184,2340.817871
13761,05/06/2012,07:28:11,19.404529,99.205198,-99.205198,2341.007568
13762,05/06/2012,07:28:12,19.404519,99.205211,-99.205211,2340.796143
13763,05/06/2012,07:28:13,19.404509,99.205226,-99.205226,2340.582764
13764,05/06/2012,07:28:14,19.4045,99.205242,-99.205242,2340.973389
13765,05/06/2012,07:28:15,19.404492,99.205256,-99.205256,2341.159668
13766,05/06/2012,07:28:16,19.404483,99.20527,-99.20527,2341.271973
13767,05/06/2012,07:28:17,19.404471,99.205284,-99.205284,2341.034668
13768,05/06/2012,07:28:18,19.404459,99.2053,-99.2053,2340.89917
13769,05/06/2012,07:28:19,19.404446,99.205316,-99.205316,2340.905762
13770,05/06/2012,07:28:20,19.404439,99.205331,-99.205331,2340.611328
13771,05/06/2012,07:28:21,19.404428,99.205348,-99.205348,2340.609863
13772,05/06/2012,07:28:22,19.404411,99.205366,-99.205366,2340.610107
13773,05/06/2012,07:28:23,19.4044,99.205385,-99.205385,2340.000977
13774,05/06/2012,07:28:24,19.404391,99.205403,-99.205403,2340.315674
13775,05/06/2012,07:28:25,19.404383,99.205423,-99.205423,2340.620361
13776,05/06/2012,07:28:26,19.404371,99.205441,-99.205441,2340.709717
13777,05/06/2012,07:28:27,19.404358,99.205459,-99.205459,2340.73291
13778,05/06/2012,07:28:28,19.404345,99.205475,-99.205475,2340.564697
13779,05/06/2012,07:28:29,19.404336,99.20549,-99.20549,2340.401123
13780,05/06/2012,07:28:30,19.404347,99.205518,-99.205518,2341.490723
13781,05/06/2012,07:28:31,19.404338,99.20553,-99.20553,2341.689697
13782,05/06/2012,07:28:32,19.404326,99.205545,-99.205545,2341.625732
13783,05/06/2012,07:28:33,19.404312,99.20556,-99.20556,2341.755859
13784,05/06/2012,07:28:34,19.404301,99.205572,-99.205572,2341.616699
13785,05/06/2012,07:28:35,19.404295,99.205586,-99.205586,2341.310059
13786,05/06/2012,07:28:36,19.404283,99.205601,-99.205601,2341.048096
13787,05/06/2012,07:28:37,19.404269,99.20562,-99.20562,2340.771484
13788,05/06/2012,07:28:38,19.404258,99.205636,-99.205636,2340.700195
13789,05/06/2012,07:28:39,19.404247,99.205653,-99.205653,2340.49707
13790,05/06/2012,07:28:40,19.40424,99.20567,-99.20567,2340.801025
13791,05/06/2012,07:28:41,19.404231,99.205688,-99.205688,2341.284668
13792,05/06/2012,07:28:42,19.404219,99.205703,-99.205703,2341.074219
13793,05/06/2012,07:28:43,19.404213,99.205721,-99.205721,2340.962402
13794,05/06/2012,07:28:44,19.404202,99.205737,-99.205737,2341.288574
13795,05/06/2012,07:28:45,19.404193,99.205749,-99.205749,2341.530762
13796,05/06/2012,07:28:46,19.404185,99.205763,-99.205763,2341.745117
13797,05/06/2012,07:28:47,19.404169,99.205773,-99.205773,2342.10083
13798,05/06/2012,07:28:48,19.404155,99.205784,-99.205784,2342.323242
13799,05/06/2012,07:28:49,19.404144,99.205798,-99.205798,2342.285156
13800,05/06/2012,07:28:50,19.404136,99.205814,-99.205814,2342.391846
13801,05/06/2012,07:28:51,19.404128,99.205827,-99.205827,2343.160156
13802,05/06/2012,07:28:52,19.404122,99.205842,-99.205842,2343.401611
13803,05/06/2012,07:28:53,19.40411,99.205854,-99.205854,2343.870605
13804,05/06/2012,07:28:54,19.404099,99.205869,-99.205869,2343.772705
13805,05/06/2012,07:28:55,19.404089,99.205886,-99.205886,2344.310059
13806,05/06/2012,07:28:56,19.404085,99.205899,-99.205899,2344.540283
13807,05/06/2012,07:28:57,19.404078,99.205912,-99.205912,2345.21875
13808,05/06/2012,07:28:58,19.40407,99.205925,-99.205925,2345.201416
13809,05/06/2012,07:28:59,19.40406,99.205938,-99.205938,2345.12085
13810,05/06/2012,07:29:00,19.404052,99.20595,-99.20595,2345.124268
13811,05/06/2012,07:29:01,19.404044,99.205962,-99.205962,2345.505615
13812,05/06/2012,07:29:02,19.404039,99.205973,-99.205973,2345.973877
13813,05/06/2012,07:29:03,19.404034,99.205986,-99.205986,2346.119629
13814,05/06/2012,07:29:04,19.404024,99.206001,-99.206001,2345.613037
13815,05/06/2012,07:29:05,19.404013,99.206015,-99.206015,2345.507324
13816,05/06/2012,07:29:06,19.404006,99.206028,-99.206028,2345.453613
13817,05/06/2012,07:29:07,19.404002,99.206041,-99.206041,2345.77002
13818,05/06/2012,07:29:08,19.403998,99.206057,-99.206057,2345.94165
13819,05/06/2012,07:29:09,19.403988,99.206074,-99.206074,2345.827881
13820,05/06/2012,07:29:10,19.403976,99.206091,-99.206091,2345.342773
13821,05/06/2012,07:29:11,19.403962,99.206111,-99.206111,2344.975342
13822,05/06/2012,07:29:12,19.40395,99.206131,-99.206131,2345.354736
13823,05/06/2012,07:29:13,19.403938,99.206154,-99.206154,2345.523438
13824,05/06/2012,07:29:14,19.403925,99.206176,-99.206176,2346.065918
13825,05/06/2012,07:29:15,19.403912,99.206196,-99.206196,2346.10083
13826,05/06/2012,07:29:16,19.403896,99.206218,-99.206218,2345.758301
13827,05/06/2012,07:29:17,19.403876,99.206241,-99.206241,2346.112793
13828,05/06/2012,07:29:18,19.403855,99.206275,-99.206275,2346.406006
13829,05/06/2012,07:29:19,19.403833,99.20631,-99.20631,2347.084229
13830,05/06/2012,07:29:20,19.403815,99.206343,-99.206343,2348.041504
13831,05/06/2012,07:29:21,19.403796,99.206374,-99.206374,2348.274658
13832,05/06/2012,07:29:22,19.403774,99.206402,-99.206402,2348.048584
13833,05/06/2012,07:29:23,19.403752,99.206431,-99.206431,2347.859375
13834,05/06/2012,07:29:24,19.403736,99.206459,-99.206459,2347.577637
13835,05/06/2012,07:29:25,19.403719,99.206486,-99.206486,2348.35791
